"Period","Year","Month","Flow","Port","Region","Volume (10^3m3)","Volume (MCF)","Value (CN$)","Value (US$)","Price (CN$/GJ)","Price (US$/MMBTU)"
"05/01/2012","2012","May","Exports","Monchy","MidWest","1704395.815400","60166811.708905444255530","115803995.83","114675484.71","1.79","1.87"
"05/01/2012","2012","May","Exports","Napierville","East","5311.753400","187510.004292596964678","570237.07","564680.10","2.85","2.98"
"05/01/2012","2012","May","Exports","Philipsburg","East","11577.000000","408679.235691814130551","2044112.00","2024192.11","4.67","4.88"
"05/01/2012","2012","May","Exports","Reagan Field","MidWest","602.200000","21258.239244502934215","47201.17","46741.19","1.91","2.00"
"05/01/2012","2012","May","Exports","Sarnia/Blue Water","MidWest","36013.600000","1271314.720783511909131","3412015.58","3378765.45","2.50","2.61"
"05/01/2012","2012","May","Exports","Sierra","MidWest","119.300000","4211.404752356692215","9224.00","9134.11","2.02","2.11"
"05/01/2012","2012","May","Exports","Sprague","MidWest","7870.150000","277823.865144677462171","725321.45","718253.19","2.44","2.55"
"05/01/2012","2012","May","Exports","St Clair","MidWest","11477.126600","405153.608605527283407","1108030.71","1097232.94","2.56","2.68"
"05/01/2012","2012","May","Exports","St Stephen","East","46852.180000","1653927.020203446503510","Confidential","Confidential","Confidential","Confidential"
"05/01/2012","2012","May","Exports","Total","Total","7172307.516763","253189354.245258374800071","567610704.05","562079331.93","2.07","2.17"
"05/01/2012","2012","May","Imports","Chippawa","East","3261.100000","115119.966788855062722","280501.31","277767.82","2.24","2.34"
"05/01/2012","2012","May","Imports","Corunna","MidWest","45163.610000","1594318.875000706019237","4523738.19","4479654.32","2.59","2.71"
"05/01/2012","2012","May","Imports","Courtright","MidWest","807837.420000","28517437.969149783393284","70747750.85","70058313.29","2.29","2.39"
"05/01/2012","2012","May","Imports","Emerson","MidWest","6658.380000","235047.218566611503029","564671.42","559168.69","2.24","2.34"
"05/01/2012","2012","May","Imports","Huntingdon","West","190.800000","6735.423526820258798","15439.00","15288.55","2.12","2.21"
"05/01/2012","2012","May","Imports","Iroquois","East","75733.970000","2673481.988037210037894","7109947.52","7040661.01","2.49","2.60"
"05/01/2012","2012","May","Imports","Loomis","MidWest","9911.380000","349881.247564233630237","587988.64","582258.68","1.61","1.68"
"05/01/2012","2012","May","Imports","Ojibway (Windsor)","MidWest","103528.370980","3654651.077526560443716","9118599.84","9029738.99","2.32","2.43"
"05/01/2012","2012","May","Imports","Sarnia","MidWest","432374.680000","15263242.096820654169182","40369843.14","39976438.61","2.48","2.59"
"05/01/2012","2012","May","Imports","Sarnia/Blue Water","MidWest","79736.060000","2814759.614569977802753","6738624.14","6672956.18","2.28","2.38"
"05/01/2012","2012","May","Imports","Sault Ste Marie","MidWest","52477.040000","1852489.988647210659194","4686053.55","4640387.91","2.37","2.48"
"05/01/2012","2012","May","Imports","St Clair","MidWest","875494.219590","30905788.072440397855938","81602261.33","80807046.46","2.47","2.58"
"05/01/2012","2012","May","Imports","St Stephen","East","6021.800000","212575.332252653220294","510742.61","505765.42","2.15","2.25"
"05/01/2012","2012","May","Imports","Total","Total","2498388.830570","88195528.870891674056278","226856161.54","224645445.92","2.39","2.50"
"06/01/2012","2012","June","Exports","Aden","MidWest","15127.548581","534017.015804946653185","1001310.81","973970.08","1.82","1.87"
"06/01/2012","2012","June","Exports","Brunswick","East","70756.390000","2497768.626199526684703","6782576.04","6597378.20","2.43","2.49"
"06/01/2012","2012","June","Exports","Cardston","MidWest","48687.718739","1718723.303259267208512","3675318.58","3574964.22","1.98","2.03"
"06/01/2012","2012","June","Exports","Chippawa","East","59154.349269","2088205.428617218961980","5623773.48","5470216.67","2.55","2.62"
"06/01/2012","2012","June","Exports","Cornwall","East","5684.550000","200670.082858417726163","1050035.45","1021364.29","4.89","5.01"
"06/01/2012","2012","June","Exports","Courtright","MidWest","1367.500000","48274.065371733248987","123596.40","120221.61","2.34","2.40"
"06/01/2012","2012","June","Exports","Coutts","MidWest","14949.800000","527742.319922733254635","1023956.00","995996.94","1.79","1.84"
"06/01/2012","2012","June","Exports","East Hereford","East","96335.903035","3400750.040772610972099","12099706.99","11769325.20","3.30","3.39"
"06/01/2012","2012","June","Exports","Elmore","MidWest","1226687.773900","43303258.345853407813637","103267131.66","100447428.70","2.13","2.19"
"06/01/2012","2012","June","Exports","Emerson","MidWest","1317926.978777","46524090.039233489034096","120217402.92","116934873.80","2.42","2.49"
"06/01/2012","2012","June","Exports","Huntingdon","West","498290.163019","17590122.050216324294389","41478807.27","40346230.87","2.18","2.23"
"06/01/2012","2012","June","Exports","Iroquois","East","485016.048870","17121533.052643618433304","55570471.19","54053122.74","3.02","3.09"
"06/01/2012","2012","June","Exports","Kingsgate","West","1546954.076585","54608966.888580280035434","127012018.96","123543963.24","2.14","2.19"
"06/01/2012","2012","June","Exports","Monchy","MidWest","1646886.118000","58136664.073222667171222","125039376.97","121625184.13","2.00","2.05"
"06/01/2012","2012","June","Exports","Napierville","East","9861.427800","348117.886856181057215","1244859.93","1210869.10","3.34","3.43"
"06/01/2012","2012","June","Exports","Niagara Falls","East","188.992731","6671.625192743251868","Confidential","Confidential","Confidential","Confidential"
"06/01/2012","2012","June","Exports","Philipsburg","East","8781.960000","310011.635197035848832","1885977.00","1834480.51","5.67","5.82"
"06/01/2012","2012","June","Exports","Reagan Field","MidWest","555.700000","19616.744517054600703","37226.34","36209.88","1.63","1.68"
"06/01/2012","2012","June","Exports","Sarnia/Blue Water","MidWest","24900.700000","879018.661500488565311","2310215.60","2247135.30","2.45","2.51"
"06/01/2012","2012","June","Exports","Sierra","MidWest","101.500000","3583.047630881846268","7174.00","6978.11","1.85","1.89"
"06/01/2012","2012","June","Exports","Sprague","MidWest","7628.700000","269300.447898604341170","779403.70","758122.12","2.71","2.78"
"06/01/2012","2012","June","Exports","St Stephen","East","57585.720000","2032831.306587441894615","5711183.63","5555240.10","2.60","2.66"
"06/01/2012","2012","June","Exports","Total","Total","7143429.619306","252169936.687936672898328","615962797.25","599143969.26","2.25","2.31"
"06/01/2012","2012","June","Imports","Chippawa","East","7375.073603","260347.192126191054451","691559.96","672676.95","2.45","2.51"
"06/01/2012","2012","June","Imports","Corunna","MidWest","7483.270000","264166.629012307327350","797236.07","775467.59","2.76","2.84"
"06/01/2012","2012","June","Imports","Courtright","MidWest","680094.284290","24007982.404941569847884","66009456.04","64207071.72","2.53","2.60"
"06/01/2012","2012","June","Imports","Emerson","MidWest","3019.372798","106586.764045546713055","278347.11","270746.86","2.43","2.50"
"06/01/2012","2012","June","Imports","Huntingdon","West","826.431400","29173.823348338595530","142407.43","138519.00","4.50","4.62"
"06/01/2012","2012","June","Imports","Iroquois","East","54948.285910","1939727.346313732356574","5442678.36","5294066.35","2.62","2.69"
"06/01/2012","2012","June","Imports","Loomis","MidWest","9526.320000","336288.259182486204384","680781.95","662193.24","1.94","1.99"
"06/01/2012","2012","June","Imports","Ojibway (Windsor)","MidWest","107486.195110","3794366.076269846200766","9999107.53","9726082.49","2.46","2.52"
"06/01/2012","2012","June","Imports","Sarnia","MidWest","376223.909100","13281065.873712926929830","34728580.69","33780318.84","2.44","2.51"
"06/01/2012","2012","June","Imports","Sarnia/Blue Water","MidWest","56068.210000","1979261.743923998441107","5443965.54","5295318.38","2.61","2.68"
"06/01/2012","2012","June","Imports","Sault Ste Marie","MidWest","54789.190000","1934111.107659461505005","5193602.81","5051791.79","2.52","2.58"
"06/01/2012","2012","June","Imports","St Clair","MidWest","759954.554282","26827126.751704330439575","70432891.15","68509725.19","2.46","2.52"
"06/01/2012","2012","June","Imports","St Stephen","East","659.350000","23275.689215979757016","68581.49","66708.88","2.63","2.70"
"06/01/2012","2012","June","Imports","Total","Total","2118454.446493","74783479.661456715372527","199909196.13","194450687.28","2.49","2.55"
"07/01/2012","2012","July","Exports","Aden","MidWest","15835.878264","559021.734943433738680","1121788.99","1106373.53","1.95","2.02"
"07/01/2012","2012","July","Exports","Brunswick","East","88290.210000","3116729.337640992041751","8664311.33","8545247.58","2.48","2.58"
"07/01/2012","2012","July","Exports","Cardston","MidWest","54009.362471","1906582.445784782743759","4935750.74","4867924.34","2.34","2.44"
"07/01/2012","2012","July","Exports","Chippawa","East","58616.091425","2069204.408984236002459","6629324.29","6538225.05","3.04","3.16"
"07/01/2012","2012","July","Exports","Cornwall","East","5922.673238","209076.062205942987532","1038782.82","1024508.01","4.65","4.84"
"07/01/2012","2012","July","Exports","Coutts","MidWest","9289.700000","327935.345582296426413","787171.00","776353.81","2.16","2.25"
"07/01/2012","2012","July","Exports","East Hereford","East","111303.370000","3929116.021553355285823","14857735.76","14653562.83","3.51","3.65"
"07/01/2012","2012","July","Exports","Elmore","MidWest","1317666.182000","46514883.662150026263891","130244008.88","128454213.93","2.50","2.61"
"07/01/2012","2012","July","Exports","Emerson","MidWest","1365972.806530","48220153.973264463510091","145795636.22","143792132.98","2.85","2.96"
"07/01/2012","2012","July","Exports","Huntingdon","West","1010615.133227","35675686.294013239272729","89369791.81","88141684.63","2.32","2.41"
"07/01/2012","2012","July","Exports","Iroquois","East","536309.758690","18932250.347714474523990","67722421.95","66791789.90","3.32","3.46"
"07/01/2012","2012","July","Exports","Kingsgate","West","1661571.369469","58655067.575536998232082","147736936.93","145706756.61","2.33","2.43"
"07/01/2012","2012","July","Exports","Monchy","MidWest","1708392.671400","60307904.570203728911194","139525676.85","137608334.52","2.16","2.25"
"07/01/2012","2012","July","Exports","Napierville","East","18267.706300","644867.603742466774730","2623178.87","2587131.51","3.79","3.95"
"07/01/2012","2012","July","Exports","Niagara Falls","East","1596.521190","56358.733669775034029","Confidential","Confidential","Confidential","Confidential"
"07/01/2012","2012","July","Exports","Philipsburg","East","9028.310000","318708.027156323955515","1912013.00","1885738.38","5.58","5.81"
"07/01/2012","2012","July","Exports","Reagan Field","MidWest","638.800000","22550.254449333235431","51644.37","50934.68","1.97","2.05"
"07/01/2012","2012","July","Exports","Sarnia/Blue Water","MidWest","7708.600000","272120.994752865026065","834766.01","823294.77","2.88","3.00"
"07/01/2012","2012","July","Exports","Sierra","MidWest","92.600000","3268.869070144423295","8001.00","7891.05","2.20","2.29"
"07/01/2012","2012","July","Exports","Sprague","MidWest","8087.030000","285479.937757344012109","923822.10","911127.07","3.05","3.17"
"07/01/2012","2012","July","Exports","St Stephen","East","70032.530000","2472215.671932628820269","8530742.13","8413513.86","3.18","3.31"
"07/01/2012","2012","July","Exports","Total","Total","8059247.304204","284499181.872108851221837","773499264.55","762869945.85","2.51","2.62"
"07/01/2012","2012","July","Imports","Chippawa","East","14646.660000","517041.186338245344508","1578141.55","1556454.95","2.79","2.91"
"07/01/2012","2012","July","Imports","Courtright","MidWest","650928.929660","22978417.332913487226693","70935085.50","69960305.47","2.83","2.95"
"07/01/2012","2012","July","Imports","Emerson","MidWest","4718.173813","166556.073918802139519","512276.21","505236.58","2.86","2.97"
"07/01/2012","2012","July","Imports","Iroquois","East","34082.243492","1203135.978316737174448","4107662.45","4051215.52","3.18","3.31"
"07/01/2012","2012","July","Imports","Loomis","MidWest","9289.800000","327938.875678484487345","654092.44","645103.99","1.91","1.99"
"07/01/2012","2012","July","Imports","Ojibway (Windsor)","MidWest","85793.382010","3028588.907943563646218","9340158.09","9211806.94","2.86","2.97"
"07/01/2012","2012","July","Imports","Sarnia","MidWest","186166.644390","6571861.617052341442197","20627367.68","20343909.28","2.93","3.04"
"07/01/2012","2012","July","Imports","Sarnia/Blue Water","MidWest","75617.520000","2669371.191026213082253","8206897.64","8094119.60","2.93","3.05"
"07/01/2012","2012","July","Imports","Sault Ste Marie","MidWest","62379.610000","2202060.234737276121297","6835091.02","6741164.16","2.92","3.04"
"07/01/2012","2012","July","Imports","St Clair","MidWest","890733.744860","31443757.973075250354405","97801632.86","96457656.50","2.91","3.03"
"07/01/2012","2012","July","Imports","Total","Total","2014356.708225","71108729.371000401018883","220598405.43","217566973.00","2.88","3.00"
"08/01/2012","2012","August","Exports","Aden","MidWest","15893.200000","561045.247360900089803","1223459.95","1233151.40","2.11","2.25"
"08/01/2012","2012","August","Exports","Brunswick","East","88050.680000","3108273.698241729690650","8975504.17","9046602.23","2.58","2.74"
"08/01/2012","2012","August","Exports","Cardston","MidWest","44348.300000","1565537.647769826432229","3818183.99","3848429.14","2.19","2.33"
"08/01/2012","2012","August","Exports","Chippawa","East","26596.470000","938880.973628769436707","2962407.53","2985873.78","2.99","3.18"
"08/01/2012","2012","August","Exports","Cornwall","East","5029.170000","177534.538461103988160","915375.52","922626.52","4.83","5.13"
"08/01/2012","2012","August","Exports","Coutts","MidWest","8360.100000","295119.571418081999898","685343.00","690771.84","2.07","2.20"
"08/01/2012","2012","August","Exports","East Hereford","East","106357.390000","3754518.170111099187227","13117486.65","13221394.78","3.26","3.47"
"08/01/2012","2012","August","Exports","Elmore","MidWest","1227939.292920","43347438.171071285350363","121183614.95","122143552.12","2.49","2.65"
"08/01/2012","2012","August","Exports","Emerson","MidWest","1383072.189370","48823778.635081248693850","144948878.11","146097068.11","2.79","2.97"
"08/01/2012","2012","August","Exports","Huntingdon","West","820411.722684","28961322.948872910889058","79465775.89","80095251.68","2.54","2.70"
"08/01/2012","2012","August","Exports","Iroquois","East","474872.730172","16763464.145942648645279","61017649.29","61500991.11","3.40","3.61"
"08/01/2012","2012","August","Exports","Kingsgate","West","1683695.348109","59436065.302155053120837","157705406.82","158954645.68","2.46","2.62"
"08/01/2012","2012","August","Exports","Monchy","MidWest","1741502.509650","61476713.708140119401964","153119926.85","154332842.55","2.33","2.48"
"08/01/2012","2012","August","Exports","Napierville","East","11454.670100","404360.872555055380142","1536182.26","1548350.89","3.57","3.79"
"08/01/2012","2012","August","Exports","Niagara Falls","East","890.940000","31451.038977910070093","Confidential","Confidential","Confidential","Confidential"
"08/01/2012","2012","August","Exports","Philipsburg","East","9169.180000","323680.873656445390824","2121937.00","2138745.59","6.15","6.54"
"08/01/2012","2012","August","Exports","Reagan Field","MidWest","624.300000","22038.390502064400249","50472.82","50872.63","1.97","2.10"
"08/01/2012","2012","August","Exports","Sarnia/Blue Water","MidWest","22760.700000","803474.603075984614428","2488718.35","2508432.35","2.90","3.09"
"08/01/2012","2012","August","Exports","Sierra","MidWest","67.800000","2393.405215505312088","5570.00","5614.12","2.07","2.21"
"08/01/2012","2012","August","Exports","Sprague","MidWest","8011.650000","282818.951250783681352","956286.66","963861.74","3.18","3.38"
"08/01/2012","2012","August","Exports","St Stephen","East","67625.260000","2387236.725426294415669","7048869.55","7104706.07","2.71","2.88"
"08/01/2012","2012","August","Exports","Total","Total","7746733.603005","273467147.618914820190870","763423045.14","769470382.13","2.58","2.75"
"08/01/2012","2012","August","Imports","Chippawa","East","10836.500000","382538.873419222926986","1250772.94","1260680.74","3.03","3.22"
"08/01/2012","2012","August","Imports","Corunna","MidWest","47392.050000","1672984.950493931058633","5527910.38","5571698.86","3.06","3.26"
"08/01/2012","2012","August","Imports","Courtright","MidWest","777935.793740","27461881.800377296680569","86734350.83","87421403.51","2.93","3.12"
"08/01/2012","2012","August","Imports","Emerson","MidWest","2958.189716","104426.942400126518646","299623.51","301996.93","2.68","2.85"
"08/01/2012","2012","August","Imports","Huntingdon","West","1184.730700","41822.133279487599477","118382.17","119319.92","2.64","2.80"
"08/01/2012","2012","August","Imports","Iroquois","East","65782.222790","2322175.739131539856193","7642615.41","7703155.20","3.08","3.28"
"08/01/2012","2012","August","Imports","Loomis","MidWest","8854.100000","312558.246587103005382","740250.47","746114.25","2.27","2.41"
"08/01/2012","2012","August","Imports","Ojibway (Windsor)","MidWest","108341.015769","3824542.067767962541440","11649712.91","11741994.30","2.84","3.02"
"08/01/2012","2012","August","Imports","Sarnia","MidWest","365516.663368","12903089.800281278064262","38964417.06","39273067.64","2.83","3.01"
"08/01/2012","2012","August","Imports","Sarnia/Blue Water","MidWest","69197.140000","2442725.601387186598059","7592979.04","7653125.64","2.98","3.16"
"08/01/2012","2012","August","Imports","Sault Ste Marie","MidWest","56201.700000","1983974.069325440979614","6301346.45","6351261.59","2.99","3.18"
"08/01/2012","2012","August","Imports","St Clair","MidWest","911047.221471","32160843.236582810408399","100077546.13","100870294.86","2.92","3.10"
"08/01/2012","2012","August","Imports","St Stephen","East","14.270000","503.744726036295036","1511.00","1522.97","2.71","2.88"
"08/01/2012","2012","August","Imports","Total","Total","2425261.597554","85614067.205759422532696","266901418.31","269015636.41","2.91","3.10"
"09/01/2012","2012","September","Exports","Aden","MidWest","15244.500000","538145.513388948822075","1141505.45","1166831.84","2.06","2.22"
"09/01/2012","2012","September","Exports","Brunswick","East","84543.140000","2984454.162407017266406","7981797.09","8158887.87","2.39","2.58"
"09/01/2012","2012","September","Exports","Cardston","MidWest","43833.200000","1547354.122305124570034","3896568.17","3983020.67","2.28","2.46"
"09/01/2012","2012","September","Exports","Chippawa","East","24040.030000","848636.182638704539419","2625703.30","2683959.34","2.93","3.16"
"09/01/2012","2012","September","Exports","Cornwall","East","4884.120000","172414.133940321605881","899691.15","919652.45","4.89","5.27"
"09/01/2012","2012","September","Exports","Courtright","MidWest","2827.800000","99824.060005987043134","317901.77","324955.00","2.97","3.20"
"09/01/2012","2012","September","Exports","Coutts","MidWest","10658.200000","376244.711915910284723","932506.00","953195.35","2.24","2.41"
"09/01/2012","2012","September","Exports","East Hereford","East","129029.440000","4554863.342916367785185","14880945.32","15211106.34","3.04","3.27"
"09/01/2012","2012","September","Exports","Elmore","MidWest","1129771.660000","39882026.303452716479597","106829873.09","109200089.42","2.38","2.57"
"09/01/2012","2012","September","Exports","Emerson","MidWest","1314149.354430","46390736.266160780348934","134272807.06","137251895.13","2.72","2.94"
"09/01/2012","2012","September","Exports","Huntingdon","West","791436.578039","27938472.472274624538957","71722767.83","73314068.75","2.37","2.55"
"09/01/2012","2012","September","Exports","Iroquois","East","419720.530700","14816538.454749815022946","52336872.97","53498062.33","3.29","3.55"
"09/01/2012","2012","September","Exports","Kingsgate","West","1457773.166068","51460794.965941631977536","129009714.54","131872031.27","2.32","2.50"
"09/01/2012","2012","September","Exports","Monchy","MidWest","1655506.870000","58440984.910956853752340","137090963.54","140132577.57","2.20","2.37"
"09/01/2012","2012","September","Exports","Napierville","East","12144.675900","428718.740998254720437","1618541.14","1654451.44","3.54","3.82"
"09/01/2012","2012","September","Exports","Niagara Falls","East","175.930000","6210.498223655598167","Confidential","Confidential","Confidential","Confidential"
"09/01/2012","2012","September","Exports","Philipsburg","East","10112.050000","356965.091584815503052","2285594.00","2336304.09","5.99","6.46"
"09/01/2012","2012","September","Exports","Reagan Field","MidWest","602.500000","21268.829533067117012","51930.39","53082.56","2.10","2.27"
"09/01/2012","2012","September","Exports","Sarnia/Blue Water","MidWest","28324.800000","999892.685075882947658","3049237.62","3116890.54","2.85","3.08"
"09/01/2012","2012","September","Exports","Sierra","MidWest","66.500000","2347.513965060519969","5685.00","5811.13","2.19","2.36"
"09/01/2012","2012","September","Exports","Sprague","MidWest","11357.890000","400944.441934153821822","1212722.95","1239629.43","2.84","3.06"
"09/01/2012","2012","September","Exports","St Stephen","East","26567.300000","937851.244570712062761","Confidential","Confidential","Confidential","Confidential"
"09/01/2012","2012","September","Exports","Total","Total","7172770.235137","253205688.648940406328045","674840536.64","689813109.53","2.46","2.66"
"09/01/2012","2012","September","Imports","Chippawa","East","4403.137103","155434.975028099565656","478887.43","489512.42","2.84","3.06"
"09/01/2012","2012","September","Imports","Corunna","MidWest","52655.540000","1858791.210342899423323","6048681.88","6182882.96","3.02","3.26"
"09/01/2012","2012","September","Imports","Courtright","MidWest","771882.256100","27248186.098904822958604","80847995.30","82641756.10","2.74","2.95"
"09/01/2012","2012","September","Imports","Emerson","MidWest","1527.885304","53935.820874447186936","154885.29","158321.70","2.67","2.88"
"09/01/2012","2012","September","Imports","Huntingdon","West","96.549000","3408.272568610949511","14968.88","15300.99","4.05","4.37"
"09/01/2012","2012","September","Imports","Iroquois","East","70276.340000","2480822.399448740179265","7943975.86","8120227.51","2.99","3.22"
"09/01/2012","2012","September","Imports","Loomis","MidWest","8404.870000","296699.995481476879282","636106.94","650220.14","2.05","2.21"
"09/01/2012","2012","September","Imports","Ojibway (Windsor)","MidWest","113486.607420","4006186.402493095131853","11491698.73","11746663.11","2.67","2.88"
"09/01/2012","2012","September","Imports","Sarnia","MidWest","398762.622100","14076704.122163920722510","42680211.66","43627150.30","2.84","3.06"
"09/01/2012","2012","September","Imports","Sarnia/Blue Water","MidWest","100440.280000","3545638.495557726956943","10263026.78","10490730.82","2.76","2.98"
"09/01/2012","2012","September","Imports","Sault Ste Marie","MidWest","50315.150000","1776173.192167140170233","5476902.95","5598418.07","2.90","3.13"
"09/01/2012","2012","September","Imports","St Clair","MidWest","906475.295183","31999449.840969166727833","97419863.60","99581301.65","2.85","3.07"
"09/01/2012","2012","September","Imports","St Stephen","East","32911.090000","1161793.133539302678918","3206394.65","3277534.39","2.47","2.66"
"09/01/2012","2012","September","Imports","Total","Total","2511637.622210","88663223.959539449530867","266663599.95","272580020.16","2.80","3.02"
"10/01/2012","2012","October","Exports","Aden","MidWest","15090.884381","532722.734278363616849","1379582.39","1397463.56","2.51","2.69"
"10/01/2012","2012","October","Exports","Brunswick","East","89885.090000","3173030.135725138238566","10420471.93","10555534.75","2.93","3.14"
"10/01/2012","2012","October","Exports","Cardston","MidWest","40037.500000","1413362.261294895763319","4788959.26","4851030.38","3.06","3.27"
"10/01/2012","2012","October","Exports","Chippawa","East","22353.666550","789105.930773401713647","2806952.88","2843334.63","3.36","3.59"
"10/01/2012","2012","October","Exports","Cornwall","East","6315.000000","222925.574276047873751","1348898.49","1366381.96","5.65","6.04"
"10/01/2012","2012","October","Exports","Courtright","MidWest","25956.500000","916289.417054035888369","3292015.25","3334684.03","3.34","3.57"
"10/01/2012","2012","October","Exports","Coutts","MidWest","7555.800000","266727.007777507921535","870492.00","881774.70","2.95","3.15"
"10/01/2012","2012","October","Exports","East Hereford","East","101220.280000","3573173.245824602228759","13619556.20","13796083.29","3.52","3.76"
"10/01/2012","2012","October","Exports","Elmore","MidWest","1203978.702700","42501606.289078164801814","138392435.98","140186181.26","2.92","3.12"
"10/01/2012","2012","October","Exports","Emerson","MidWest","1288953.083650","45501283.671822489819190","155766504.69","157785440.40","3.22","3.44"
"10/01/2012","2012","October","Exports","Huntingdon","West","690718.081440","24383012.663161045812164","77028052.97","78026436.34","2.92","3.12"
"10/01/2012","2012","October","Exports","Iroquois","East","482439.836090","17030590.263500499861601","65682593.97","66533925.49","3.61","3.86"
"10/01/2012","2012","October","Exports","Kingsgate","West","1341559.290671","47358333.380554253342258","141051535.47","142879746.12","2.77","2.96"
"10/01/2012","2012","October","Exports","Monchy","MidWest","1758688.475800","62083394.844082711565712","173441862.59","175689893.84","2.62","2.80"
"10/01/2012","2012","October","Exports","Napierville","East","13342.324400","470996.885043123655029","1993469.69","2019307.64","3.95","4.22"
"10/01/2012","2012","October","Exports","Niagara Falls","East","345.828559","12208.080778485052160","Confidential","Confidential","Confidential","Confidential"
"10/01/2012","2012","October","Exports","Philipsburg","East","14431.280000","509438.065168399708555","3028912.00","3068170.62","5.53","5.91"
"10/01/2012","2012","October","Exports","Reagan Field","MidWest","614.700000","21699.501268010550750","68365.14","69251.24","2.71","2.90"
"10/01/2012","2012","October","Exports","Sarnia/Blue Water","MidWest","17966.200000","634224.141339403216058","2330170.74","2360372.77","3.36","3.59"
"10/01/2012","2012","October","Exports","Sierra","MidWest","72.800000","2569.910024908358702","8313.00","8420.75","2.92","3.12"
"10/01/2012","2012","October","Exports","Sprague","MidWest","10176.080000","359225.412174030917993","1270815.19","1287286.60","3.32","3.55"
"10/01/2012","2012","October","Exports","St Clair","MidWest","6.420000","226.632175273511852","888.29","899.80","3.66","3.91"
"10/01/2012","2012","October","Exports","St Stephen","East","24819.820000","876163.519703584883280","Confidential","Confidential","Confidential","Confidential"
"10/01/2012","2012","October","Exports","Total","Total","7156527.644241","252632309.566878378301913","801424041.01","811811534.91","2.94","3.14"
"10/01/2012","2012","October","Imports","Chippawa","East","3133.040000","110599.325610424232838","366737.73","371491.13","3.11","3.32"
"10/01/2012","2012","October","Imports","Corunna","MidWest","32065.700000","1131950.053375054363481","4324165.60","4380212.39","3.55","3.79"
"10/01/2012","2012","October","Imports","Courtright","MidWest","673551.070780","23777000.674248371919624","83403459.72","84484476.62","3.22","3.44"
"10/01/2012","2012","October","Imports","Emerson","MidWest","9663.205850","341120.461355331010058","1202002.13","1217581.63","3.29","3.52"
"10/01/2012","2012","October","Imports","Huntingdon","West","7692.680400","271559.017560110477888","932848.64","944939.57","3.17","3.39"
"10/01/2012","2012","October","Imports","Iroquois","East","134493.721860","4747757.748561132793738","17856376.73","18087818.51","3.51","3.75"
"10/01/2012","2012","October","Imports","Loomis","MidWest","7846.790000","276999.234675146428389","682387.30","691231.92","2.36","2.52"
"10/01/2012","2012","October","Imports","Ojibway (Windsor)","MidWest","115986.947680","4094450.818699907935087","13782093.45","13960727.24","3.12","3.34"
"10/01/2012","2012","October","Imports","Sarnia","MidWest","363933.074000","12847187.572366971855247","45730012.48","46322732.69","3.33","3.56"
"10/01/2012","2012","October","Imports","Sarnia/Blue Water","MidWest","121469.500000","4287990.189156674141055","13789547.82","13968278.23","3.04","3.25"
"10/01/2012","2012","October","Imports","Sault Ste Marie","MidWest","65806.780000","2323042.632265643974264","8279472.33","8386785.02","3.35","3.58"
"10/01/2012","2012","October","Imports","St Clair","MidWest","797652.939270","28157916.003126253184127","100611106.38","101915156.67","3.33","3.56"
"10/01/2012","2012","October","Imports","St Stephen","East","17366.910000","613068.627893972854970","2040257.76","2066702.14","3.00","3.20"
"10/01/2012","2012","October","Imports","Total","Total","2350662.359840","82980642.358894995170766","293000468.07","296798133.75","3.28","3.51"
"11/01/2012","2012","November","Exports","Aden","MidWest","14148.800000","499466.249456365187035","1568940.15","1573585.98","3.05","3.23"
"11/01/2012","2012","November","Exports","Brunswick","East","121953.600000","4305079.384803077114245","15119870.08","15164641.87","3.14","3.32"
"11/01/2012","2012","November","Exports","Cardston","MidWest","12197.000000","430565.832057791910713","1571297.87","1575950.68","3.36","3.55"
"11/01/2012","2012","November","Exports","Chippawa","East","8571.894100","302596.106868719958878","1211291.73","1214878.51","3.79","4.01"
"11/01/2012","2012","November","Exports","Cornwall","East","11792.170000","416274.943659664838545","2729680.04","2737762.96","6.13","6.48"
"11/01/2012","2012","November","Exports","Coutts","MidWest","12367.000000","436566.995577495495597","1487019.00","1491422.25","3.13","3.31"
"11/01/2012","2012","November","Exports","East Hereford","East","124423.382400","4392265.079158876921074","24855316.57","24928916.21","5.24","5.55"
"11/01/2012","2012","November","Exports","Elmore","MidWest","1226392.158460","43292822.836474648261194","161721914.51","162200792.89","3.33","3.53"
"11/01/2012","2012","November","Exports","Emerson","MidWest","421718.971782","14887085.347206140672907","59499640.94","59675826.65","3.76","3.98"
"11/01/2012","2012","November","Exports","Huntingdon","West","567221.416669","20023461.607697586543827","75661524.68","75885567.71","3.49","3.70"
"11/01/2012","2012","November","Exports","Iroquois","East","760076.817200","26831442.750312060503004","141007881.46","141425423.05","4.91","5.19"
"11/01/2012","2012","November","Exports","Kingsgate","West","1226949.133176","43312484.579692627464682","154385876.80","154843032.28","3.29","3.49"
"11/01/2012","2012","November","Exports","Monchy","MidWest","1737364.980000","61330654.931685578568634","203930045.25","204533907.07","3.13","3.31"
"11/01/2012","2012","November","Exports","Napierville","East","18180.239600","641779.945099944083272","3871909.38","3883374.58","5.63","5.96"
"11/01/2012","2012","November","Exports","Niagara Falls","East","1014.560000","35814.943885590994582","Confidential","Confidential","Confidential","Confidential"
"11/01/2012","2012","November","Exports","Philipsburg","East","25745.330000","908834.912933707617665","4883517.00","4897977.69","5.01","5.30"
