"Period","Year","Month","Flow","Port","Region","Volume (10^3m3)","Volume (MCF)","Value (CN$)","Value (US$)","Price (CN$/GJ)","Price (US$/MMBTU)"
"01/01/1985","1985","January","Exports","Aden","MidWest","26265.900000","927211.534659896412857","3726834.00","2815167.57","3.89","3.10"
"01/01/1985","1985","January","Exports","Cardston","MidWest","0.400000","14.120384752243728","0.00","0.00","0.00","0.00"
"01/01/1985","1985","January","Exports","Cornwall","East","31849.500000","1124317.985416466627882","5734681.00","4331850.57","4.79","3.82"
"01/01/1985","1985","January","Exports","Emerson","MidWest","415051.000000","14651699.529508780055223","68498640.00","51742350.22","4.39","3.50"
"01/01/1985","1985","January","Exports","Fort Frances","East","11125.900000","392754.971787471265017","1996382.00","1508022.59","4.78","3.81"
"01/01/1985","1985","January","Exports","Huntingdon","West","441202.000000","15574854.983648594456901","Confidential","Confidential","Confidential","Confidential"
"01/01/1985","1985","January","Exports","Kingsgate","West","1203424.500000","42482042.400691334037465","177162973.00","133824972.22","3.88","3.09"
"01/01/1985","1985","January","Exports","Monchy","MidWest","616157.600000","21750955.950047726900460","Confidential","Confidential","Confidential","Confidential"
"01/01/1985","1985","January","Exports","Niagara Falls","East","96414.200000","3403513.998949443374432","Confidential","Confidential","Confidential","Confidential"
"01/01/1985","1985","January","Exports","Ojibway (Windsor)","MidWest","1557.500000","54981.248129049020327","322752.00","243799.69","5.43","4.33"
"01/01/1985","1985","January","Exports","Philipsburg","East","22520.800000","795005.902320826437878","4199295.00","3172054.11","4.96","3.96"
"01/01/1985","1985","January","Exports","Reagan Field","MidWest","244.900000","8645.205564561223164","44094.00","33307.63","3.89","3.10"
"01/01/1985","1985","January","Exports","Sprague","MidWest","1574.300000","55574.304288643256951","321016.00","242488.35","5.43","4.33"
"01/01/1985","1985","January","Exports","Total","Total","2867388.500000","101221572.135397545312285","424366543.00","320557054.70","3.90","3.11"
"01/01/1985","1985","January","Imports","Coutts","MidWest","832.200000","29377.460477043078468","Confidential","Confidential","Confidential","Confidential"
"01/01/1985","1985","January","Imports","Total","Total","832.200000","29377.460477043078468","126335.00","95430.65","4.05","3.23"
"02/01/1985","1985","February","Exports","Aden","MidWest","23179.200000","818248.055623019616038","3354066.00","2478993.64","3.98","3.10"
"02/01/1985","1985","February","Exports","Cardston","MidWest","0.400000","14.120384752243728","0.00","0.00","0.00","0.00"
"02/01/1985","1985","February","Exports","Cornwall","East","25841.000000","912212.155956825511581","4889715.00","3613993.40","5.02","3.91"
"02/01/1985","1985","February","Exports","Emerson","MidWest","517526.400000","18269179.718608972657272","86634857.00","64031912.17","4.44","3.46"
"02/01/1985","1985","February","Exports","Fort Frances","East","9184.000000","324204.033911516020988","1516479.00","1120831.19","4.38","3.42"
"02/01/1985","1985","February","Exports","Huntingdon","West","370502.000000","13079076.978689515331912","Confidential","Confidential","Confidential","Confidential"
"02/01/1985","1985","February","Exports","Kingsgate","West","934797.200000","32999240.323300329287370","144308796.00","106658779.97","4.06","3.16"
"02/01/1985","1985","February","Exports","Monchy","MidWest","683010.600000","24110931.154652101960472","Confidential","Confidential","Confidential","Confidential"
"02/01/1985","1985","February","Exports","Niagara Falls","East","83956.800000","2963755.796417940796050","Confidential","Confidential","Confidential","Confidential"
"02/01/1985","1985","February","Exports","Ojibway (Windsor)","MidWest","1537.800000","54285.819180001016667","326054.00","240986.85","5.55","4.33"
"02/01/1985","1985","February","Exports","Philipsburg","East","17900.500000","631904.868143847183548","3423460.00","2530282.82","5.07","3.96"
"02/01/1985","1985","February","Exports","Reagan Field","MidWest","114.000000","4024.309654389462804","20979.00","15505.60","3.98","3.10"
"02/01/1985","1985","February","Exports","Sprague","MidWest","1382.900000","48817.700184694632559","255794.00","189057.61","4.91","3.83"
"02/01/1985","1985","February","Exports","Total","Total","2668932.800000","94215895.034707905720989","410022250.00","303047867.88","4.04","3.15"
"02/01/1985","1985","February","Imports","Coutts","MidWest","796.300000","28110.155945529203779","Confidential","Confidential","Confidential","Confidential"
"02/01/1985","1985","February","Imports","Total","Total","796.300000","28110.155945529203779","118877.00","87862.11","3.98","3.10"
"03/01/1985","1985","March","Exports","Aden","MidWest","16750.700000","591315.822173522584143","2479377.00","1792203.50","4.07","3.10"
"03/01/1985","1985","March","Exports","Cardston","MidWest","0.400000","14.120384752243728","0.00","0.00","0.00","0.00"
"03/01/1985","1985","March","Exports","Cornwall","East","25489.500000","899803.867855791334602","4860261.00","3513211.91","5.07","3.87"
"03/01/1985","1985","March","Exports","Emerson","MidWest","603414.400000","21301108.732610746177600","102170630.00","73853456.38","4.51","3.44"
"03/01/1985","1985","March","Exports","Fort Frances","East","8413.300000","296997.582590130415873","1167274.00","843757.34","3.69","2.82"
"03/01/1985","1985","March","Exports","Huntingdon","West","235865.500000","8326279.024450858236983","Confidential","Confidential","Confidential","Confidential"
"03/01/1985","1985","March","Exports","Kingsgate","West","1086605.900000","38358233.455145185796020","171740406.11","124141571.71","4.15","3.16"
"03/01/1985","1985","March","Exports","Monchy","MidWest","391869.900000","13833384.402058187281485","62111373.08","44896851.30","4.22","3.21"
"03/01/1985","1985","March","Exports","Niagara Falls","East","71663.500000","2529790.481731046207546","Confidential","Confidential","Confidential","Confidential"
"03/01/1985","1985","March","Exports","Ojibway (Windsor)","MidWest","1478.600000","52196.002236668944755","317609.00","229581.85","5.67","4.33"
"03/01/1985","1985","March","Exports","Philipsburg","East","16962.700000","598799.626092211760586","3306677.00","2390212.58","5.19","3.96"
"03/01/1985","1985","March","Exports","Reagan Field","MidWest","294.200000","10385.542985275262780","55355.00","40013.05","4.07","3.10"
"03/01/1985","1985","March","Exports","Sprague","MidWest","963.000000","33994.826291026777897","158632.00","114666.24","4.38","3.34"
"03/01/1985","1985","March","Exports","Total","Total","2459771.600000","86832303.486605403023998","400459371.97","289469769.91","4.29","3.27"
"03/01/1985","1985","March","Imports","Coutts","MidWest","588.400000","20771.085970550525560","Confidential","Confidential","Confidential","Confidential"
"03/01/1985","1985","March","Imports","Total","Total","588.400000","20771.085970550525560","89106.11","64409.84","4.04","3.08"
"04/01/1985","1985","April","Exports","Aden","MidWest","22678.500000","800572.864009398528091","3326371.00","2437080.37","4.01","3.10"
"04/01/1985","1985","April","Exports","Cardston","MidWest","0.400000","14.120384752243728","0.00","0.00","0.00","0.00"
"04/01/1985","1985","April","Exports","Cornwall","East","19753.200000","697306.960220052075978","3702902.00","2712947.47","4.99","3.86"
"04/01/1985","1985","April","Exports","Emerson","MidWest","615696.900000","21734692.796909330185416","98789391.00","72378482.67","4.27","3.30"
"04/01/1985","1985","April","Exports","Fort Frances","East","7942.100000","280363.769351987302950","1175474.00","861216.21","3.94","3.05"
"04/01/1985","1985","April","Exports","Huntingdon","West","130515.300000","4607315.630136289953627","Confidential","Confidential","Confidential","Confidential"
"04/01/1985","1985","April","Exports","Kingsgate","West","883443.600000","31186408.847268270365827","136808769.59","100233547.94","4.09","3.16"
"04/01/1985","1985","April","Exports","Monchy","MidWest","291240.300000","10281062.728397223367541","Confidential","Confidential","Confidential","Confidential"
"04/01/1985","1985","April","Exports","Niagara Falls","East","76338.300000","2694815.418330518669971","Confidential","Confidential","Confidential","Confidential"
"04/01/1985","1985","April","Exports","Ojibway (Windsor)","MidWest","1064.000000","37560.223440968319504","225853.00","165472.20","5.60","4.33"
"04/01/1985","1985","April","Exports","Philipsburg","East","12028.900000","424631.740365661483544","2312057.00","1693938.75","5.12","3.96"
"04/01/1985","1985","April","Exports","Reagan Field","MidWest","248.100000","8758.168642579172997","46055.00","33742.40","4.01","3.10"
"04/01/1985","1985","April","Exports","Sprague","MidWest","560.800000","19796.779422645708250","91094.00","66740.42","4.33","3.34"
"04/01/1985","1985","April","Exports","Total","Total","2061510.400000","72773300.046879677377424","329390598.97","241329473.93","4.23","3.27"
"04/01/1985","1985","April","Imports","Coutts","MidWest","322.400000","11381.030110308445683","Confidential","Confidential","Confidential","Confidential"
"04/01/1985","1985","April","Imports","Total","Total","322.400000","11381.030110308445683","48428.39","35481.27","4.01","3.10"
"05/01/1985","1985","May","Exports","Aden","MidWest","11761.900000","415206.383543538794345","1743937.00","1267701.78","4.05","3.11"
"05/01/1985","1985","May","Exports","Cardston","MidWest","0.400000","14.120384752243728","0.00","0.00","0.00","0.00"
"05/01/1985","1985","May","Exports","Cornwall","East","15263.100000","538802.111279928155482","2913346.00","2117767.96","5.08","3.90"
"05/01/1985","1985","May","Exports","Emerson","MidWest","575792.900000","20326043.214025495766696","91418307.00","66453748.32","4.23","3.24"
"05/01/1985","1985","May","Exports","Fort Frances","East","5973.200000","210859.705505255607204","958629.00","696846.10","4.27","3.28"
"05/01/1985","1985","May","Exports","Huntingdon","West","97191.800000","3430964.026907805183874","Confidential","Confidential","Confidential","Confidential"
"05/01/1985","1985","May","Exports","Kingsgate","West","873229.700000","30825848.352715914803244","136181569.67","98993036.00","4.12","3.16"
"05/01/1985","1985","May","Exports","Monchy","MidWest","332077.700000","11722662.229100418528202","Confidential","Confidential","Confidential","Confidential"
"05/01/1985","1985","May","Exports","Niagara Falls","East","96721.100000","3414347.864150602375613","Confidential","Confidential","Confidential","Confidential"
"05/01/1985","1985","May","Exports","Ojibway (Windsor)","MidWest","2427.700000","85700.145157555253065","516342.00","375339.06","5.64","4.33"
"05/01/1985","1985","May","Exports","Philipsburg","East","8571.100000","302568.074374890567018","1678520.00","1220148.89","5.21","4.00"
"05/01/1985","1985","May","Exports","Reagan Field","MidWest","303.000000","10696.191449824624821","56691.00","41209.79","4.04","3.10"
"05/01/1985","1985","May","Exports","Sprague","MidWest","313.900000","11080.971934323266440","51403.00","37365.84","4.36","3.34"
"05/01/1985","1985","May","Exports","Total","Total","2019627.500000","71294793.390530305169732","319048155.56","231922319.78","4.19","3.21"
"05/01/1985","1985","May","Imports","Coutts","MidWest","36.300000","1281.424916266118418","Confidential","Confidential","Confidential","Confidential"
"05/01/1985","1985","May","Imports","Total","Total","36.300000","1281.424916266118418","5443.36","3956.88","4.00","3.07"
"06/01/1985","1985","June","Exports","Aden","MidWest","10399.300000","367105.292885020531039","1518385.00","1110490.67","4.02","3.10"
"06/01/1985","1985","June","Exports","Cardston","MidWest","0.400000","14.120384752243728","0.00","0.00","0.00","0.00"
"06/01/1985","1985","June","Exports","Cornwall","East","12761.300000","450486.164847019751594","2394612.00","1751330.72","5.00","3.86"
"06/01/1985","1985","June","Exports","Emerson","MidWest","456925.200000","16129899.067489790961812","74793450.00","54701165.06","4.36","3.37"
"06/01/1985","1985","June","Exports","Fort Frances","East","5847.500000","206422.374596863015323","938158.00","686134.09","4.27","3.30"
"06/01/1985","1985","June","Exports","Huntingdon","West","98622.700000","3481476.173262769063929","Confidential","Confidential","Confidential","Confidential"
"06/01/1985","1985","June","Exports","Kingsgate","West","835308.300000","29487186.456856576427992","128514628.08","93990849.24","4.06","3.13"
"06/01/1985","1985","June","Exports","Monchy","MidWest","235963.900000","8329752.639099910194350","Confidential","Confidential","Confidential","Confidential"
"06/01/1985","1985","June","Exports","Niagara Falls","East","98063.800000","3461746.465667696513394","Confidential","Confidential","Confidential","Confidential"
"06/01/1985","1985","June","Exports","Ojibway (Windsor)","MidWest","1857.100000","65557.416308479573451","392553.00","287098.76","5.61","4.33"
"06/01/1985","1985","June","Exports","Philipsburg","East","6512.900000","229911.634632220458743","1266760.00","926461.45","5.18","4.00"
"06/01/1985","1985","June","Exports","Reagan Field","MidWest","348.000000","12284.734734452044349","64712.00","47327.97","4.02","3.10"
"06/01/1985","1985","June","Exports","Sprague","MidWest","274.200000","9679.523747663076323","44590.00","32611.48","4.33","3.34"
"06/01/1985","1985","June","Exports","Total","Total","1762884.600000","62231522.064513213856027","284275876.17","207908869.36","4.26","3.28"
"06/01/1985","1985","June","Imports","Coutts","MidWest","108.500000","3830.154364046111527","Confidential","Confidential","Confidential","Confidential"
"06/01/1985","1985","June","Imports","Total","Total","108.500000","3830.154364046111527","16044.40","11734.28","3.94","3.04"
"07/01/1985","1985","July","Exports","Aden","MidWest","10590.700000","373861.896988969155431","1534558.00","1134658.08","3.98","3.10"
"07/01/1985","1985","July","Exports","Cardston","MidWest","0.400000","14.120384752243728","0.00","0.00","0.00","0.00"
"07/01/1985","1985","July","Exports","Cornwall","East","11415.000000","402960.479867155420250","2143930.00","1585230.07","4.99","3.89"
"07/01/1985","1985","July","Exports","Emerson","MidWest","357536.200000","12621371.767137910973787","61072085.00","45156934.07","4.54","3.54"
"07/01/1985","1985","July","Exports","Fort Frances","East","5521.700000","194921.321216160497941","894204.00","661177.87","4.30","3.36"
"07/01/1985","1985","July","Exports","Huntingdon","West","97501.700000","3441903.794994606013023","Confidential","Confidential","Confidential","Confidential"
"07/01/1985","1985","July","Exports","Kingsgate","West","908530.300000","32071993.487678552265190","139004952.12","102780795.15","4.03","3.14"
"07/01/1985","1985","July","Exports","Monchy","MidWest","125202.400000","4419765.149760800682294","Confidential","Confidential","Confidential","Confidential"
"07/01/1985","1985","July","Exports","Niagara Falls","East","101468.400000","3581932.120486419013944","Confidential","Confidential","Confidential","Confidential"
"07/01/1985","1985","July","Exports","Ojibway (Windsor)","MidWest","0.100000","3.530096188060932","0.00","0.00","0.00","0.00"
"07/01/1985","1985","July","Exports","Philipsburg","East","5982.600000","211191.534546933334839","1154304.00","853496.81","5.13","4.00"
"07/01/1985","1985","July","Exports","Reagan Field","MidWest","524.200000","18504.764217815407034","96418.00","71291.84","3.98","3.10"
"07/01/1985","1985","July","Exports","Sprague","MidWest","208.900000","7374.370936859287541","33698.00","24916.43","4.29","3.34"
"07/01/1985","1985","July","Exports","Total","Total","1624482.600000","57345798.338313122355934","260676609.56","192745285.68","4.24","3.31"
"07/01/1985","1985","July","Imports","Coutts","MidWest","149.000000","5259.843320210789103","Confidential","Confidential","Confidential","Confidential"
"07/01/1985","1985","July","Imports","Total","Total","149.000000","5259.843320210789103","22479.38","16621.34","4.02","3.14"
"08/01/1985","1985","August","Exports","Aden","MidWest","13249.600000","467723.624533321283938","1921290.00","1415495.03","3.99","3.10"
"08/01/1985","1985","August","Exports","Cardston","MidWest","0.400000","14.120384752243728","0.00","0.00","0.00","0.00"
"08/01/1985","1985","August","Exports","Cornwall","East","11281.200000","398237.211167529892854","2160518.00","1591744.34","5.07","3.94"
"08/01/1985","1985","August","Exports","Emerson","MidWest","451889.700000","15952141.073939982716636","74073566.00","54573106.75","4.34","3.37"
"08/01/1985","1985","August","Exports","Fort Frances","East","5503.400000","194275.313613745347333","878882.00","647509.28","4.23","3.29"
"08/01/1985","1985","August","Exports","Huntingdon","West","101136.300000","3570208.671045868657828","Confidential","Confidential","Confidential","Confidential"
"08/01/1985","1985","August","Exports","Kingsgate","West","860962.600000","30392807.923230292178998","133381393.58","98267673.93","4.12","3.20"
"08/01/1985","1985","August","Exports","Monchy","MidWest","163346.300000","5766281.509638574631879","Confidential","Confidential","Confidential","Confidential"
"08/01/1985","1985","August","Exports","Niagara Falls","East","101381.900000","3578878.587283746307518","Confidential","Confidential","Confidential","Confidential"
"08/01/1985","1985","August","Exports","Ojibway (Windsor)","MidWest","1599.900000","56478.008912786855616","334344.00","246325.27","5.57","4.33"
"08/01/1985","1985","August","Exports","Philipsburg","East","6361.100000","224552.948618743963535","1259115.00","927642.90","5.24","4.07"
"08/01/1985","1985","August","Exports","Reagan Field","MidWest","313.800000","11077.441838135205508","57927.00","42677.25","3.99","3.10"
"08/01/1985","1985","August","Exports","Sprague","MidWest","247.200000","8726.397776886624606","40172.00","29596.40","4.30","3.34"
"08/01/1985","1985","August","Exports","Total","Total","1717273.400000","60621402.831984365909977","274741239.47","202413408.72","4.24","3.30"
"08/01/1985","1985","August","Imports","Coutts","MidWest","22.600000","797.801738501770695","Confidential","Confidential","Confidential","Confidential"
"08/01/1985","1985","August","Imports","Total","Total","22.600000","797.801738501770695","3394.73","2501.04","4.01","3.11"
"09/01/1985","1985","September","Exports","Aden","MidWest","13004.000000","459053.708295443634248","1889577.00","1379011.71","4.02","3.10"
"09/01/1985","1985","September","Exports","Cardston","MidWest","0.400000","14.120384752243728","0.00","0.00","0.00","0.00"
"09/01/1985","1985","September","Exports","Cornwall","East","12022.600000","424409.344305813644810","2338051.00","1706307.65","5.17","3.98"
"09/01/1985","1985","September","Exports","Emerson","MidWest","484769.300000","17112822.580189665007978","78195395.00","57066933.53","4.29","3.30"
"09/01/1985","1985","September","Exports","Fort Frances","East","5971.200000","210789.103581494388559","927275.00","676724.52","4.13","3.18"
"09/01/1985","1985","September","Exports","Huntingdon","West","97494.900000","3441663.748453817869627","Confidential","Confidential","Confidential","Confidential"
"09/01/1985","1985","September","Exports","Kingsgate","West","785541.500000","27730370.547136668379937","122025750.40","89054290.05","4.13","3.18"
"09/01/1985","1985","September","Exports","Monchy","MidWest","208401.600000","7356776.937457991855360","Confidential","Confidential","Confidential","Confidential"
"09/01/1985","1985","September","Exports","Niagara Falls","East","96338.100000","3400827.595750329004964","Confidential","Confidential","Confidential","Confidential"
"09/01/1985","1985","September","Exports","Ojibway (Windsor)","MidWest","813.400000","28713.802393687623200","171343.00","125045.98","5.62","4.33"
"09/01/1985","1985","September","Exports","Philipsburg","East","6668.800000","235415.054589407452174","1325635.00","967447.31","5.29","4.07"
"09/01/1985","1985","September","Exports","Reagan Field","MidWest","366.200000","12927.212240679134025","68049.00","49662.10","4.02","3.10"
"09/01/1985","1985","September","Exports","Sprague","MidWest","439.700000","15521.832938903919253","71731.00","52349.22","4.34","3.34"
"09/01/1985","1985","September","Exports","Total","Total","1711831.700000","60429305.587718654157863","272944387.12","199194584.25","4.24","3.26"
"09/01/1985","1985","September","Imports","Coutts","MidWest","65.900000","2326.333387932154374","Confidential","Confidential","Confidential","Confidential"
"09/01/1985","1985","September","Imports","Total","Total","65.900000","2326.333387932154374","9880.40","7210.71","4.00","3.08"
"10/01/1985","1985","October","Exports","Aden","MidWest","24482.200000","864245.208953453563702","3567290.00","2610487.13","4.01","3.09"
"10/01/1985","1985","October","Exports","Cardston","MidWest","0.400000","14.120384752243728","0.00","0.00","0.00","0.00"
"10/01/1985","1985","October","Exports","Cornwall","East","15520.600000","547892.108964185056114","2956822.00","2163756.18","5.06","3.91"
"10/01/1985","1985","October","Exports","Emerson","MidWest","526864.200000","18598813.040457726392115","83525019.00","61122304.93","4.21","3.25"
"10/01/1985","1985","October","Exports","Fort Frances","East","7543.200000","266282.215657812244068","1100479.00","805313.35","3.88","2.99"
"10/01/1985","1985","October","Exports","Huntingdon","West","172771.300000","6098993.075363317499673","Confidential","Confidential","Confidential","Confidential"
"10/01/1985","1985","October","Exports","Kingsgate","West","948199.600000","33472357.934809007675838","137451828.40","100585102.16","3.83","2.96"
"10/01/1985","1985","October","Exports","Monchy","MidWest","273388.900000","9650891.137481714101743","40559036.11","29680469.43","3.96","3.05"
"10/01/1985","1985","October","Exports","Niagara Falls","East","97304.100000","3434928.324926997610830","Confidential","Confidential","Confidential","Confidential"
"10/01/1985","1985","October","Exports","Ojibway (Windsor)","MidWest","913.400000","32243.898581748555484","194464.00","142305.72","5.60","4.33"
"10/01/1985","1985","October","Exports","Philipsburg","East","10196.000000","359928.607334692655705","2023755.00","1480952.31","5.28","4.07"
"10/01/1985","1985","October","Exports","Reagan Field","MidWest","368.500000","13008.404453004535467","68290.00","49973.56","4.01","3.10"
"10/01/1985","1985","October","Exports","Sprague","MidWest","735.800000","25974.447751752339747","119858.00","87710.21","4.33","3.34"
"10/01/1985","1985","October","Exports","Total","Total","2078288.200000","73365572.525120164474214","311589297.65","228016183.57","3.97","3.07"
"10/01/1985","1985","October","Imports","Coutts","MidWest","281.000000","9919.570288451219717","Confidential","Confidential","Confidential","Confidential"
"10/01/1985","1985","October","Imports","Total","Total","281.000000","9919.570288451219717","42195.12","30877.73","4.00","3.09"
"11/01/1985","1985","November","Exports","Aden","MidWest","25835.500000","912018.000666482160305","3822089.00","2776641.74","4.04","3.10"
"11/01/1985","1985","November","Exports","Cardston","MidWest","0.400000","14.120384752243728","0.00","0.00","0.00","0.00"
"11/01/1985","1985","November","Exports","Cornwall","East","20730.400000","731803.060169783506260","3939764.00","2862129.36","5.07","3.88"
"11/01/1985","1985","November","Exports","Emerson","MidWest","166787.800000","5887769.769950691616433","39222130.42","28493790.78","6.27","4.81"
"11/01/1985","1985","November","Exports","Fort Frances","East","8563.800000","302310.377353162118961","1237362.00","898909.20","3.85","2.95"
"11/01/1985","1985","November","Exports","Huntingdon","West","424435.000000","14982963.755796417940795","Confidential","Confidential","Confidential","Confidential"
"11/01/1985","1985","November","Exports","Kingsgate","West","1089488.500000","38459992.007862230230042","145098927.98","105410350.04","3.50","2.69"
"11/01/1985","1985","November","Exports","Monchy","MidWest","336573.900000","11881382.413908014165566","Confidential","Confidential","Confidential","Confidential"
"11/01/1985","1985","November","Exports","Niagara Falls","East","98558.800000","3479220.441798598128201","Confidential","Confidential","Confidential","Confidential"
"11/01/1985","1985","November","Exports","Philipsburg","East","14068.900000","496645.702602104502143","2549261.00","1851967.47","4.83","3.70"
"11/01/1985","1985","November","Exports","Reagan Field","MidWest","306.400000","10816.214720218696519","57199.00","41553.49","4.04","3.10"
"11/01/1985","1985","November","Exports","Sprague","MidWest","1317.700000","46516.077470078904709","278953.00","202651.62","5.65","4.33"
"11/01/1985","1985","November","Exports","Total","Total","2186667.100000","77191451.942682534213662","316856614.87","230187549.62","3.81","2.92"
"11/01/1985","1985","November","Imports","Coutts","MidWest","1021.000000","36042.282080102118621","Confidential","Confidential","Confidential","Confidential"
"11/01/1985","1985","November","Imports","Total","Total","1021.000000","36042.282080102118621","155659.85","113082.57","4.07","3.12"
"12/01/1985","1985","December","Exports","Aden","MidWest","25919.500000","914983.281464453343424","3770165.00","2702811.30","4.01","3.03"
"12/01/1985","1985","December","Exports","Cardston","MidWest","0.400000","14.120384752243728","0.00","0.00","0.00","0.00"
"12/01/1985","1985","December","Exports","Cornwall","East","25697.400000","907142.937830770012821","4988631.00","3576323.12","5.17","3.91"
"12/01/1985","1985","December","Exports","Emerson","MidWest","514435.900000","18160082.095916949545027","77603083.94","55633239.50","4.01","3.04"
"12/01/1985","1985","December","Exports","Fort Frances","East","10083.000000","355939.598642183802224","1458774.00","1045787.35","3.85","2.91"
"12/01/1985","1985","December","Exports","Huntingdon","West","533429.500000","18830574.445492490779382","67361902.40","48291390.74","3.25","2.46"
"12/01/1985","1985","December","Exports","Kingsgate","West","1244001.700000","43914456.591113194652321","167085262.68","119782539.08","3.53","2.67"
"12/01/1985","1985","December","Exports","Monchy","MidWest","515443.600000","18195654.875204039559666","Confidential","Confidential","Confidential","Confidential"
"12/01/1985","1985","December","Exports","Niagara Falls","East","104636.500000","3693769.097820377409643","Confidential","Confidential","Confidential","Confidential"
"12/01/1985","1985","December","Exports","Philipsburg","East","19799.400000","698937.864658936226694","3694412.00","2648504.38","4.97","3.76"
"12/01/1985","1985","December","Exports","Reagan Field","MidWest","269.400000","9510.079130636151573","49843.00","35732.18","4.00","3.03"
"12/01/1985","1985","December","Exports","Sprague","MidWest","1701.800000","60075.176928420945613","365777.00","262223.59","5.72","4.33"
"12/01/1985","1985","December","Exports","Total","Total","2995418.100000","105741140.164587204672116","412205781.99","295508139.97","3.62","2.74"
"12/01/1985","1985","December","Imports","Coutts","MidWest","828.700000","29253.907110460945839","Confidential","Confidential","Confidential","Confidential"
"12/01/1985","1985","December","Imports","Total","Total","828.700000","29253.907110460945839","123821.31","88766.84","3.98","3.01"
"01/01/1986","1986","January","Exports","Aden","MidWest","26886.100000","949105.191218250314884","3874924.00","2754860.39","3.93","2.95"
"01/01/1986","1986","January","Exports","Cardston","MidWest","0.400000","14.120384752243728","0.00","0.00","0.00","0.00"
"01/01/1986","1986","January","Exports","Cornwall","East","27850.900000","983163.559240662189563","5468002.00","3887452.27","5.25","3.93"
"01/01/1986","1986","January","Exports","Emerson","MidWest","662088.500000","23372360.900089805647013","91459602.53","65022807.12","3.69","2.77"
"01/01/1986","1986","January","Exports","Fort Frances","East","10621.600000","374952.696711079983507","1531534.00","1088837.44","3.85","2.89"
"01/01/1986","1986","January","Exports","Huntingdon","West","461668.800000","16297352.710266649345655","58042717.08","41265217.57","3.25","2.43"
"01/01/1986","1986","January","Exports","Kingsgate","West","1007330.300000","35559728.521482753362056","137971653.71","98090347.86","3.63","2.72"
"01/01/1986","1986","January","Exports","Monchy","MidWest","465550.000000","16434362.803517670249474","Confidential","Confidential","Confidential","Confidential"
"01/01/1986","1986","January","Exports","Niagara Falls","East","82576.700000","2915036.938926511869594","Confidential","Confidential","Confidential","Confidential"
"01/01/1986","1986","January","Exports","Philipsburg","East","20213.400000","713552.462877508486351","3681930.00","2617652.14","4.87","3.65"
"01/01/1986","1986","January","Exports","Reagan Field","MidWest","270.400000","9545.380092516760896","49123.00","34923.78","3.93","2.95"
"01/01/1986","1986","January","Exports","Sprague","MidWest","1532.500000","54098.724082033787256","331008.00","235328.70","5.77","4.33"
"01/01/1986","1986","January","Exports","Total","Total","2766589.600000","97663274.008890194239977","378689010.79","269227307.21","3.63","2.72"
"01/01/1986","1986","January","Imports","Coutts","MidWest","640.600000","22613.796180718332212","Confidential","Confidential","Confidential","Confidential"
"01/01/1986","1986","January","Imports","Total","Total","640.600000","22613.796180718332212","95540.61","67924.18","3.98","2.98"
"02/01/1986","1986","February","Exports","Aden","MidWest","23840.200000","841581.991426102378437","3427716.00","2442271.61","3.92","2.95"
"02/01/1986","1986","February","Exports","Cardston","MidWest","0.400000","14.120384752243728","0.00","0.00","0.00","0.00"
"02/01/1986","1986","February","Exports","Cornwall","East","24586.800000","867937.689566165298872","4795254.00","3416652.00","5.22","3.92"
"02/01/1986","1986","February","Exports","Emerson","MidWest","550702.100000","19440313.839671503369108","76301935.88","54365662.78","3.71","2.79"
"02/01/1986","1986","February","Exports","Fort Frances","East","9187.500000","324327.587278098153618","1353750.00","964556.34","3.94","2.96"
"02/01/1986","1986","February","Exports","Huntingdon","West","338134.400000","11936469.564922705013856","44020320.64","31364786.22","3.35","2.52"
"02/01/1986","1986","February","Exports","Kingsgate","West","730723.400000","25795238.888669238459404","103402742.80","73675177.18","3.75","2.82"
"02/01/1986","1986","February","Exports","Monchy","MidWest","332730.800000","11745717.287304644476947","Confidential","Confidential","Confidential","Confidential"
"02/01/1986","1986","February","Exports","Niagara Falls","East","32492.600000","1147020.034001886483402","Confidential","Confidential","Confidential","Confidential"
"02/01/1986","1986","February","Exports","Philipsburg","East","19324.300000","682166.377669458737411","3253525.00","2318159.31","4.51","3.39"
"02/01/1986","1986","February","Exports","Reagan Field","MidWest","178.100000","6287.101310936520398","32285.00","23003.29","3.92","2.95"
"02/01/1986","1986","February","Exports","Sprague","MidWest","1358.800000","47966.947003371947878","236672.00","168630.45","4.66","3.50"
"02/01/1986","1986","February","Exports","Total","Total","2063259.400000","72835041.429208863083059","288754521.19","205739615.17","3.71","2.79"
"02/01/1986","1986","February","Imports","Coutts","MidWest","917.100000","32374.512140706809978","Confidential","Confidential","Confidential","Confidential"
"02/01/1986","1986","February","Imports","Total","Total","917.100000","32374.512140706809978","133979.51","95461.34","3.91","2.94"
"03/01/1986","1986","March","Exports","Aden","MidWest","21229.300000","749414.710052019497427","2829043.00","2019453.99","3.63","2.73"
"03/01/1986","1986","March","Exports","Cardston","MidWest","0.400000","14.120384752243728","0.00","0.00","0.00","0.00"
"03/01/1986","1986","March","Exports","Cornwall","East","21878.100000","772317.974120158826087","4285623.00","3059203.58","5.24","3.95"
"03/01/1986","1986","March","Exports","Emerson","MidWest","386806.400000","13654637.981575721975260","58610990.77","41838246.81","4.06","3.06"
"03/01/1986","1986","March","Exports","Fort Frances","East","9096.600000","321118.729843150766172","1316914.00","940051.90","3.88","2.92"
