"year","month","flow","port","region","volumen_10k_m3","volume_MCF","value_US","avgPrice_US_MMBTU"
2008,"August","Exports","Huntingdon","West",859603.36,30344825.4438037,208087799.52,6.71
2008,"August","Exports","Iroquois","East",970491.7,34259290.5071477,320349610.13,9.29
2008,"August","Exports","Kingsgate","West",1587960.17,56056521.4290959,455224200.6,7.97
2008,"August","Exports","Monchy","MidWest",1323030.29,46704241.8341815,385848071.02,8.18
2008,"August","Exports","Napierville","East",43296.8,1528418.68635237,8995169.61,5.82
2008,"August","Exports","Niagara Falls","East",761758.19,26890796.827432,249158878.63,9.18
2008,"August","Exports","North Portal","MidWest",333.5,11772.8707871832,91687.65,6.91
2008,"August","Exports","Ojibway (Windsor)","MidWest",2913.5,102849.352439155,903700,8.75
2008,"August","Exports","Philipsburg","East",9990.1,352660.139283475,5464546.02,15.43
2008,"August","Exports","Reagan Field","MidWest",924.9,32649.8596433756,220411.32,6.21
2008,"August","Exports","Sierra","MidWest",3248.1,114661.054284407,987124.41,8.96
2008,"August","Exports","Sprague","MidWest",6716.7077,237106.242480895,2102648.63,8.45
2008,"August","Exports","St Clair","MidWest",62707.3,2213628.00693593,20049428.74,9
2008,"August","Exports","St Stephen","East",218653.84,7718690.87088885,71256108.35,8.83
2008,"August","Imports","Courtright","MidWest",463679.47,16368331.2952911,156364164.24,9.38
2008,"August","Imports","Huntingdon","West",12829,452876.039966337,3745874.35,8.05
2008,"August","Imports","Loomis","MidWest",35866.5,1266121.94929087,9959676.42,7.9
2008,"August","Imports","Ojibway (Windsor)","MidWest",55736.3,1967545.00166621,16923106.13,8.5
2008,"August","Imports","Sarnia","MidWest",63987.9,2258834.41872024,21012610.25,9.24
2008,"August","Imports","Sault Ste Marie","MidWest",141,4977.43562516591,46407.85,9.28
2008,"August","Imports","St Clair","MidWest",142821.8,5041746.91752001,45681600.85,9
2008,"September","Exports","Aden","MidWest",26132.2,922491.796056459,5468106.28,6.08
2008,"September","Exports","Cardston","MidWest",38633.4,1363796.18071833,10046379.11,6.97
2008,"September","Exports","Chippawa","East",83993.04,2965035.10327649,24627380.67,8.22
2008,"September","Exports","Cornwall","East",8400,296528.079797118,2820606.8,9.46
2008,"September","Exports","East Hereford","East",69942.5,2469037.52633452,19367898.11,7.79
2008,"September","Exports","Elmore","MidWest",1239968.46,43772079.3396178,350009816.65,7.38
2008,"September","Exports","Emerson","MidWest",805343.09,28429385.7209021,204861923.85,7.17
2008,"September","Exports","Huntingdon","West",852299.02,30086975.2159007,158540211.48,5.16
2008,"September","Exports","Iroquois","East",1012783.03,35752215.135358,295134149.8,8.2
2008,"September","Exports","Kingsgate","West",1464558.44,51700321.6623647,345006058.43,6.56
2008,"September","Exports","Monchy","MidWest",1144780.51,40411853.1451745,293530523.64,7.19
2008,"September","Exports","Napierville","East",42324.5,1494095.56111585,8952591.03,5.92
2008,"September","Exports","Niagara Falls","East",796815.1,28128339.4709939,231834727.13,8.17
2008,"September","Exports","Ojibway (Windsor)","MidWest",2482,87616.9873876723,704538.16,8.01
2008,"September","Exports","Philipsburg","East",10393.4,366897.017209925,3680133.72,9.99
2008,"September","Exports","Reagan Field","MidWest",887.4,31326.0735728527,171784.22,5.01
2008,"September","Exports","Sarnia","MidWest",441.1,15571.2542855368,118500.33,7.56
2008,"September","Exports","Sierra","MidWest",2815.1,99375.7377901033,788598.93,8.26
2008,"September","Exports","Sprague","MidWest",7312.76,258147.462002045,2011697.49,7.76
2008,"September","Exports","St Clair","MidWest",25534,901374.760659478,6978582.61,7.69
2008,"September","Exports","St Stephen","East",298976.89,10554171.7970731,88275209.39,7.98
2008,"September","Imports","Courtright","MidWest",441105.71,15571455.8540291,131656164.47,8.32
2008,"September","Imports","Huntingdon","West",3913.8,138160.904608329,868010.14,6.12
2008,"September","Imports","Loomis","MidWest",35979.7,1270118.01817576,8920558.9,7.05
2008,"September","Imports","Ojibway (Windsor)","MidWest",26250.8,926678.490135499,6768614.71,7.21
2008,"September","Imports","Sarnia","MidWest",66099.65,2333381.22497162,19384748.51,8.25
2008,"September","Imports","Sarnia/Blue Water","MidWest",2099,74096.718987399,548299.74,7.28
2008,"September","Imports","Sault Ste Marie","MidWest",2256.1,79642.5000988427,664846.66,8.31
2008,"September","Imports","St Clair","MidWest",157588.3,5563018.57113003,52813610.76,9.41
2008,"October","Exports","Aden","MidWest",27262.9,962406.593654864,5199204.24,5.52
2008,"October","Exports","Cardston","MidWest",10061.5,355180.627961751,2163049.79,5.9
2008,"October","Exports","Chippawa","East",113179.1,3995331.09478167,30094635.21,7.42
2008,"October","Exports","Cornwall","East",12107.3,427399.335777101,3491536.04,8.11
2008,"October","Exports","East Hereford","East",57571.7,2032336.38710188,13992331.51,6.83
2008,"October","Exports","Elmore","MidWest",1135689.82,40090943.0440161,278539977.8,6.39
2008,"October","Exports","Emerson","MidWest",936402.87,33055922.0187632,222394671.76,6.69
2008,"October","Exports","Huntingdon","West",609025.01,21499168.6623477,132159320.08,6.02
2008,"October","Exports","Iroquois","East",1049281.88,37040659.6478941,268135046.21,7.18
2008,"October","Exports","Kingsgate","West",1226584.83,43299624.3271637,252163178.66,5.72
2008,"October","Exports","Monchy","MidWest",1550955.74,54750229.4562522,351549418.8,6.37
2008,"October","Exports","Napierville","East",45396,1602522.46553214,8522199.91,5.26
2008,"October","Exports","Niagara Falls","East",771449.11,27232895.62494,202129300.81,7.31
2008,"October","Exports","Ojibway (Windsor)","MidWest",16126.4,569277.431671458,3470530.3,6.04
2008,"October","Exports","Philipsburg","East",33706.3,1189864.81143638,8749894.07,7.28
2008,"October","Exports","Reagan Field","MidWest",808.7,28547.8878728488,126727.75,4.05
2008,"October","Exports","Sierra","MidWest",2970.4,104857.977170162,608783.41,6.05
2008,"October","Exports","Sprague","MidWest",10272.2856,362621.562392332,2456762,6.73
2008,"October","Exports","St Clair","MidWest",30046.9,1060684.47153048,7729910.66,7.22
2008,"October","Exports","St Stephen","East",283056.61,9992170.5996645,81240163.64,7.8
2008,"October","Imports","Courtright","MidWest",612988.36,21639078.7296172,163537140.16,7.36
2008,"October","Imports","Huntingdon","West",5623.8,198525.549424171,1258636,6.22
2008,"October","Imports","Loomis","MidWest",35744.6,1261818.76203763,7374230.85,5.87
2008,"October","Imports","Ojibway (Windsor)","MidWest",32647.3,1152481.09280482,7694605.53,6.59
2008,"October","Imports","Sarnia","MidWest",20787.87,733831.806449062,5499885.68,7.43
2008,"October","Imports","St Clair","MidWest",244838.8,8643045.14569413,64312402.46,7.38
2008,"November","Exports","Aden","MidWest",26414.9,932471.377980107,4937591.67,5.41
2008,"November","Exports","Cardston","MidWest",7512.2,265187.885839513,1538294.1,5.7
2008,"November","Exports","Chippawa","East",203341.63,7178155.12937097,52946425.83,7.28
2008,"November","Exports","Cornwall","East",16506,582677.676801338,5218852.22,8.9
2008,"November","Exports","East Hereford","East",62638.1,2211185.18037379,15140084.5,6.79
2008,"November","Exports","Elmore","MidWest",1257685.9,44397522.0136798,297943240.87,6.14
2008,"November","Exports","Emerson","MidWest",1269953.35,44830574.7985021,283719943.98,6.3
2008,"November","Exports","Huntingdon","West",556242.9,19635909.4092596,125931701.53,6.28
2008,"November","Exports","Iroquois","East",1040256.76,36722064.2308062,254846762.11,6.89
2008,"November","Exports","Kingsgate","West",1299005.68,45856149.992375,277605671.92,5.93
2008,"November","Exports","Monchy","MidWest",1525533.07,53852784.7516789,319800937.33,5.93
2008,"November","Exports","Napierville","East",4985.3,175985.885263402,1280890.75,7.23
2008,"November","Exports","Niagara Falls","East",717118.04,25314956.5939373,177857909.8,6.92
2008,"November","Exports","Ojibway (Windsor)","MidWest",275.2,9714.82470954369,70618.89,7.24
2008,"November","Exports","Philipsburg","East",42971.3,1516928.22326023,10401053.01,6.79
2008,"November","Exports","Reagan Field","MidWest",903,31876.7685781902,129593.91,3.71
2008,"November","Exports","Sierra","MidWest",2894,102160.983682483,588484.23,6
2008,"November","Exports","Sprague","MidWest",11768.03,415422.778439867,2466140.67,5.92
2008,"November","Exports","St Clair","MidWest",7626,269205.135301527,1879160.65,6.92
2008,"November","Exports","St Stephen","East",267693.87,9449851.10054279,73371794.13,7.47
2008,"November","Imports","Courtright","MidWest",731310.44,25815961.9653316,168708711.23,6.35
2008,"November","Imports","Huntingdon","West",5564.5,196432.202384651,1166065.79,5.8
2008,"November","Imports","Loomis","MidWest",35161.1,1241220.65078029,7058980.05,5.72
2008,"November","Imports","Ojibway (Windsor)","MidWest",129200.24,4560892.74720558,25525649.41,5.52
2008,"November","Imports","Sarnia","MidWest",237212.09,8373814.94670967,57534232.8,6.81
2008,"November","Imports","St Clair","MidWest",545063.4,19241262.3059153,129017471.96,6.64
2008,"December","Exports","Aden","MidWest",24876.3,878157.318030602,4563712.2,5.32
2008,"December","Exports","Cardston","MidWest",8348.3,294703.020067891,1728147.3,5.71
2008,"December","Exports","Chippawa","East",208136.25,7347409.82722297,51029951.79,6.86
2008,"December","Exports","Cornwall","East",17896.9,631777.784681077,5589830.11,8.73
2008,"December","Exports","East Hereford","East",105483.3,3723661.95234088,29165576.72,7.74
2008,"December","Exports","Elmore","MidWest",1372010.67,48433296.3614593,326002741.82,6.24
2008,"December","Exports","Emerson","MidWest",1202142.5,42436786.5675604,274056813.9,6.38
2008,"December","Exports","Huntingdon","West",829430.14,29279681.7547685,186541768.12,6.23
2008,"December","Exports","Iroquois","East",975083.78,34421395.3481805,236295949.47,6.78
2008,"December","Exports","Kingsgate","West",1768343.52,62424227.1913425,371447612.41,5.81
2008,"December","Exports","Monchy","MidWest",1691236.423,59702272.4994211,373316268.62,6.17
2008,"December","Exports","Napierville","East",7484.6,264213.579291609,1816341.39,6.78
2008,"December","Exports","Niagara Falls","East",652540.54,23035308.7280922,163015484.02,6.95
2008,"December","Exports","Philipsburg","East",36671.4,1294535.69350858,9943037.59,7.58
2008,"December","Exports","Reagan Field","MidWest",856.8,30245.8641393061,112638.4,3.4
2008,"December","Exports","Sierra","MidWest",2714.6,95827.9911211021,514154.17,5.59
2008,"December","Exports","Sprague","MidWest",12513.6389,441743.48979661,2805763.89,6.04
2008,"December","Exports","St Clair","MidWest",1715.45,60557.0350580913,407709.52,6.63
2008,"December","Exports","St Stephen","East",269254.05,9504926.95524968,73229069.36,7.4
2008,"December","Imports","Corunna","MidWest",17940.1,633302.786234319,3965407.86,6.14
2008,"December","Imports","Courtright","MidWest",881238.93,31108581.8756389,208824359.64,6.51
2008,"December","Imports","Huntingdon","West",29778.4,1051206.16326554,7923388.11,7.39
2008,"December","Imports","Loomis","MidWest",30510.9,1077064.11784308,5975830.56,5.61
2008,"December","Imports","Ojibway (Windsor)","MidWest",120744.15,4262384.63645657,25985268.28,6
2008,"December","Imports","Sarnia","MidWest",307640.57,10860008.0344989,77943021.99,7.09
2008,"December","Imports","Sarnia/Blue Water","MidWest",61111.8,2157305.32225542,14241032,6.49
2008,"December","Imports","Sault Ste Marie","MidWest",27801.22,981409.807454434,6390039.47,6.47
2008,"December","Imports","St Clair","MidWest",572256.7,20201211.9526233,133083518.67,6.49
2009,"January","Exports","Aden","MidWest",24806.6,875696.840987523,4187311.87,4.9
2009,"January","Exports","Cardston","MidWest",571.9,20188.6200995205,89758.29,4.55
2009,"January","Exports","Chippawa","East",364681.62,12873611.9661789,78410686.67,6.02
2009,"January","Exports","Cornwall","East",20422.4,720930.363910556,6280170.35,8.61
2009,"January","Exports","East Hereford","East",127140.2,4488171.35369305,31330536.79,6.93
2009,"January","Exports","Elmore","MidWest",1400874.55,49452219.0890657,309138697.36,5.76
2009,"January","Exports","Emerson","MidWest",1214802.94,42883712.2773921,250766640.22,5.8
2009,"January","Exports","Huntingdon","West",656954.6,23191129.2918909,142013462.08,6
2009,"January","Exports","Iroquois","East",1010757.32,35680705.6238668,223034921.57,6.2
2009,"January","Exports","Kingsgate","West",1457125.79,51437941.9680427,292793519.08,5.6
2009,"January","Exports","Monchy","MidWest",1544016.4,54505264.0794356,313788897.04,5.69
2009,"January","Exports","Napierville","East",45101,1592108.68177736,7498009.72,4.65
2009,"January","Exports","Niagara Falls","East",586091.87,20689606.761405,135333579.62,6.45
2009,"January","Exports","Ojibway (Windsor)","MidWest",179.4,6332.99256138131,38466.05,6.05
2009,"January","Exports","Philipsburg","East",44076.9,1555956.96671543,12079082.41,7.67
2009,"January","Exports","Reagan Field","MidWest",523.6,18483.583640687,48298.76,2.19
2009,"January","Exports","Sierra","MidWest",265.2,9361.81509073759,49982.06,5.31
2009,"January","Exports","Sprague","MidWest",12899.4172,455361.834859276,2653979.27,5.8
2009,"January","Exports","St Clair","MidWest",5253,185435.952758841,1071936.57,5.72
2009,"January","Exports","St Stephen","East",166563.23,5879842.23294116,54544565.03,8.82
2009,"January","Imports","Corunna","MidWest",38600.6,1362638.30916865,8125567.97,5.88
2009,"January","Imports","Courtright","MidWest",942165.47,33259347.3416964,208473287.3,6.09
2009,"January","Imports","Huntingdon","West",41087.9,1450442.39165429,7445114.18,5.01
2009,"January","Imports","Loomis","MidWest",30608.7,1080516.55191501,5564666.17,5.1
2009,"January","Imports","Ojibway (Windsor)","MidWest",128783.16,4546169.42202441,26930401.76,5.85
2009,"January","Imports","Sarnia","MidWest",304841.26,10761189.6988969,70527996.37,6.48
2009,"January","Imports","Sarnia/Blue Water","MidWest",51249.8,1809167.23618885,10569248.96,5.76
2009,"January","Imports","Sault Ste Marie","MidWest",17012.39,600553.730888059,3664416.02,6.06
2009,"January","Imports","St Clair","MidWest",736825.8,26010659.4784495,159709053.08,6.07
2009,"February","Exports","Aden","MidWest",21741,767478.212246327,2975697.98,3.97
2009,"February","Exports","Cardston","MidWest",435.7,15380.6290913815,65538.59,4.36
2009,"February","Exports","Chippawa","East",327570.14,11563541.0253659,64133549.09,5.49
2009,"February","Exports","Cornwall","East",21474.4,758066.975808957,5563384.96,7.3
2009,"February","Exports","East Hereford","East",169823.8,5994943.49022022,35044490.85,5.81
2009,"February","Exports","Elmore","MidWest",1259897.32,44475587.2668018,241208686.61,5.01
2009,"February","Exports","Emerson","MidWest",1560297.27,55079994.4506888,276385581.37,5
2009,"February","Exports","Huntingdon","West",665927.91,23507895.7661438,111087447.34,4.63
2009,"February","Exports","Iroquois","East",985838.02,34801030.3644754,177455487.42,5.07
2009,"February","Exports","Kingsgate","West",1487589.13,52513327.1721388,249465130.11,4.67
2009,"February","Exports","Monchy","MidWest",1289463.65,45519307.1550814,215519630.67,4.7
2009,"February","Exports","Napierville","East",52855.4,1865846.46058436,9979260.19,5.29
2009,"February","Exports","Niagara Falls","East",573116.8,20231574.3099368,112299047.77,5.48
2009,"February","Exports","Philipsburg","East",33861.1,1195329.4003355,8811207.62,7.34
2009,"February","Exports","Reagan Field","MidWest",296.4,10463.2051014126,34406.03,3.5
2009,"February","Exports","Sierra","MidWest",238,8401.62892758502,38085.68,4.47
2009,"February","Exports","Sprague","MidWest",10860.688,383392.733085191,1660552.64,4.32
2009,"February","Exports","St Clair","MidWest",461.4,16287.8638117131,84917.26,5.18
2009,"February","Exports","St Stephen","East",270987.65,9566124.7027659,60129572.99,6.07
2009,"February","Imports","Corunna","MidWest",27925.8,985807.60128552,4919127.17,4.92
2009,"February","Imports","Courtright","MidWest",875132.63,30893023.6121074,154361080.85,4.89
2009,"February","Imports","Huntingdon","West",14914,526478.545487407,2364153.43,4.37
2009,"February","Imports","Loomis","MidWest",28950.7,1021987.55711696,4279698.18,4.2
2009,"February","Imports","Ojibway (Windsor)","MidWest",137007.09,4836482.06146321,22412973.8,4.58
2009,"February","Imports","Sarnia","MidWest",315051.49,11121620.6389192,57467140.41,5.12
2009,"February","Imports","Sarnia/Blue Water","MidWest",11073,390887.550903987,1935457.86,4.88
2009,"February","Imports","Sault Ste Marie","MidWest",10695.62,377565.673909483,1893197.43,4.98
2009,"February","Imports","St Clair","MidWest",767025.79,27076748.1742343,146165936.27,5.35
2009,"March","Exports","Aden","MidWest",25054.8,884458.539726291,2827744.67,3.27
2009,"March","Exports","Cardston","MidWest",433.8,15313.5572638083,52022.97,3.46
2009,"March","Exports","Chippawa","East",283070.4,9992657.39992883,48607693.12,4.82
2009,"March","Exports","Cornwall","East",19525.2,689258.340911273,4649777.23,6.71
2009,"March","Exports","East Hereford","East",89086.7,3144846.20076928,17841668.21,5.63
2009,"March","Exports","Elmore","MidWest",1403366.58,49540190.1451011,202614760.65,3.78
2009,"March","Exports","Emerson","MidWest",1340974.48,47337689.0013499,194206637.35,4.08
2009,"March","Exports","Huntingdon","West",708703.4,25017911.7080582,96466820.32,3.78
2009,"March","Exports","Iroquois","East",1103097.11,38940389.0307203,164274249.2,4.19
2009,"March","Exports","Kingsgate","West",1508451.27,53249780.7810267,205288518.11,3.79
2009,"March","Exports","Monchy","MidWest",1078881.42,38085551.8811177,142752163.14,3.71
2009,"March","Exports","Napierville","East",47878.9,1690171.22378551,7885925.19,4.61
2009,"March","Exports","Niagara Falls","East",504608.11,17813151.6557563,80350728.02,4.46
2009,"March","Exports","Philipsburg","East",30323.8,1070459.30787522,6868106.37,6.38
2009,"March","Exports","Reagan Field","MidWest",841.1,29691.6390377805,65988.27,2.03
2009,"March","Exports","Sierra","MidWest",267.2,9432.41701449881,33344.84,3.52
2009,"March","Exports","Sprague","MidWest",11018.1935,388952.828736677,1527857.67,3.91
2009,"March","Exports","St Clair","MidWest",11721,413762.574202622,1153215.44,2.75
2009,"March","Exports","St Stephen","East",206657.49,7295208.1768324,31914446.95,4.18
2009,"March","Imports","Corunna","MidWest",4760.1,168036.108647888,722526.01,4.25
2009,"March","Imports","Courtright","MidWest",887237.48,31320336.4605279,133996757.8,4.22
2009,"March","Imports","Huntingdon","West",15314.9,540630.701105344,3494674.05,6.3
2009,"March","Imports","Loomis","MidWest",29543.9,1042928.08770453,3708149.65,3.55
2009,"March","Imports","Ojibway (Windsor)","MidWest",140873.34,4972964.40533412,19605530.23,3.9
2009,"March","Imports","Sarnia","MidWest",384252.98,13564499.7994905,60353370.93,4.41
2009,"March","Imports","Sarnia/Blue Water","MidWest",12814.5,452364.176019068,1708346.14,3.75
2009,"March","Imports","Sault Ste Marie","MidWest",13239.62,467371.320933753,2005483.23,4.27
2009,"March","Imports","St Clair","MidWest",1190039.3,42009531.965727,167045146.5,3.94
2009,"April","Exports","Aden","MidWest",22793.4,804628.944529481,2190116.61,2.79
2009,"April","Exports","Cardston","MidWest",7144,252190.071675073,758345.57,2.92
2009,"April","Exports","Chippawa","East",203460.3,7182344.29451734,29606996.26,4.09
2009,"April","Exports","Cornwall","East",13216.8,466565.752983637,2460081.41,5.24
2009,"April","Exports","East Hereford","East",75647.1,2670415.39347864,10301172.71,3.84
2009,"April","Exports","Elmore","MidWest",1251036.02,44162774.8532892,160339607.23,3.38
2009,"April","Exports","Emerson","MidWest",1162831.6,41049073.985168,150593323.29,3.65
2009,"April","Exports","Huntingdon","West",621915.9,21954229.4788448,74958611.29,3.34
2009,"April","Exports","Iroquois","East",963024.22,33995681.2803235,127464240.03,3.72
2009,"April","Exports","Kingsgate","West",1310307.42,46255112.2852995,152738391.75,3.25
2009,"April","Exports","Monchy","MidWest",981737.7,34656285.1244571,112063368.19,3.21
2009,"April","Exports","Napierville","East",41041.3,1448797.36683065,7576141.33,5.17
2009,"April","Exports","Niagara Falls","East",487073.1,17194148.9361702,66923024.93,3.85
2009,"April","Exports","North Portal","MidWest",682.5,24092.9064835159,79221.9,2.92
2009,"April","Exports","Philipsburg","East",20757.99,732777.01370807,4164971.74,5.65
2009,"April","Exports","Reagan Field","MidWest",802.4,28325.4918130009,57289.24,1.85
2009,"April","Exports","Sierra","MidWest",228.4,8062.73969353117,24261.41,2.98
2009,"April","Exports","Sprague","MidWest",9855.06,347893.097391118,1163415.35,3.33
2009,"April","Exports","St Clair","MidWest",529,18674.2088348423,105779.61,5.63
2009,"April","Exports","St Stephen","East",140814.76,4970896.47498715,15447525.75,2.97
2009,"April","Imports","Courtright","MidWest",650718.62,22970993.1996227,86378167.84,3.7
2009,"April","Imports","Huntingdon","West",16995.6,599961.027738084,1620701.42,2.63
2009,"April","Imports","Loomis","MidWest",28708.7,1013444.72434185,3124706.56,3.1
2009,"April","Imports","Ojibway (Windsor)","MidWest",99225.17,3502743.94376698,12285294.28,3.46
2009,"April","Imports","Sarnia","MidWest",255698.89,9026416.76880412,36036317.63,3.96
2009,"April","Imports","Sarnia/Blue Water","MidWest",34007.4,1200493.93105863,3756999.16,3.1
2009,"April","Imports","St Clair","MidWest",521717.7,18417136.6401392,70807018.42,3.82
2009,"May","Exports","Aden","MidWest",23365.4,824821.094725189,2303018.78,2.86
2009,"May","Exports","Cardston","MidWest",55959.4,1975420.64626177,6877843.4,3.29
2009,"May","Exports","Chippawa","East",81193.81,2866219.59175144,12882571.47,4.46
2009,"May","Exports","Cornwall","East",8003.8,282541.838700021,1791453.59,6.3
2009,"May","Exports","East Hereford","East",19034.4,671932.62882027,2308298.07,3.4
2009,"May","Exports","Elmore","MidWest",1307084.72,46141347.8754469,166590532.09,3.34
2009,"May","Exports","Emerson","MidWest",800044.63,28242344.9864162,102363215.58,3.61
2009,"May","Exports","Huntingdon","West",619818.83,21880200.8907139,65445420.67,2.93
2009,"May","Exports","Iroquois","East",593718.11,20958820.3689374,78601467.86,3.72
2009,"May","Exports","Kingsgate","West",1129353.97,39867281.4446848,128244914.36,3.17
2009,"May","Exports","Monchy","MidWest",863232.79,30472947.813882,97778334.66,3.19
2009,"May","Exports","Napierville","East",41870.5,1478068.92442205,7893718.56,5.28
2009,"May","Exports","Niagara Falls","East",260564.9,9198191.60232478,34129596.99,3.67
2009,"May","Exports","North Portal","MidWest",6240.3,220288.592423566,831381.85,3.35
2009,"May","Exports","Philipsburg","East",37312.1,1317153.01978548,5309179.86,3.98
2009,"May","Exports","Reagan Field","MidWest",318.5,11243.3563589741,32896.06,3.11
2009,"May","Exports","Sierra","MidWest",218,7695.60968997283,20651.31,2.66
2009,"May","Exports","Sprague","MidWest",8868.5409,313068.024247525,1097647.41,3.49
2009,"May","Exports","St Clair","MidWest",23427.2,827002.694169411,3210145.65,3.85
2009,"May","Exports","St Stephen","East",225376.73,7956015.35450638,27593972.93,3.31
2009,"May","Imports","Courtright","MidWest",648819.87,22903965.4982519,85001551.94,3.66
2009,"May","Imports","Huntingdon","West",1271.6,44888.7031273828,181793.7,3.98
2009,"May","Imports","Loomis","MidWest",30977.3,1093528.4864642,3369096.38,3.1
2009,"May","Imports","Ojibway (Windsor)","MidWest",103885.52,3667258.78146728,12597381.67,3.39
2009,"May","Imports","Sarnia","MidWest",191971.1,6776764.48327864,26270031.24,3.85
2009,"May","Imports","Sarnia/Blue Water","MidWest",3825.1,135029.709289519,566822.19,4.16
2009,"May","Imports","St Clair","MidWest",343807.3,12136728.3915752,49069619.47,4.01
2009,"June","Exports","Aden","MidWest",20843.9,735809.719343233,2034516.34,2.83
2009,"June","Exports","Cardston","MidWest",33939.82,1198108.29205474,3724373.66,2.96
2009,"June","Exports","Chippawa","East",66325.7,2341361.00740473,10887219.72,4.62
2009,"June","Exports","Cornwall","East",6732.2,237653.135572638,1273474.83,5.32
2009,"June","Exports","East Hereford","East",55556,1961180.23823913,16549344.07,8.37
2009,"June","Exports","Elmore","MidWest",1320036.47,46598557.1084841,170745192.58,3.41
2009,"June","Exports","Emerson","MidWest",815548.27,28789638.3910669,102244191.24,3.53
2009,"June","Exports","Huntingdon","West",520506.44,18374377.9970517,54816256.23,2.92
2009,"June","Exports","Iroquois","East",769049.59,27148190.2608882,108098287.98,3.95
2009,"June","Exports","Kingsgate","West",949308.22,33511493.2871691,107251892.74,3.15
2009,"June","Exports","Monchy","MidWest",1273936.37,44971179.2356918,141325624.84,3.11
2009,"June","Exports","Napierville","East",30231.5,1067201.02909364,7560214.13,7
2009,"June","Exports","Niagara Falls","East",396817.36,14008034.498924,55469355.58,3.92
2009,"June","Exports","North Portal","MidWest",507.5,17915.2381544092,59429.3,2.94
2009,"June","Exports","Ojibway (Windsor)","MidWest",192.3,6788.37496964117,26241.6,3.85
2009,"June","Exports","Philipsburg","East",12867.7,454242.187191117,2191861.94,4.8
2009,"June","Exports","Reagan Field","MidWest",848.8,29963.4564442612,68930.3,2.1
2009,"June","Exports","Sierra","MidWest",231.1,8158.05229060881,26300.19,3.21
2009,"June","Exports","Sprague","MidWest",7659.1052,270373.780704777,941798.81,3.47
2009,"June","Exports","St Clair","MidWest",52431.24,1850873.20459308,6438113.11,3.44
2009,"June","Exports","St Stephen","East",170203.93,6008362.4448599,20936232.17,3.32
2009,"June","Imports","Courtright","MidWest",513448.91,18125240.3995504,71054883.91,3.86
2009,"June","Imports","Huntingdon","West",10749.9,379481.810120362,1065430.73,2.74
2009,"June","Imports","Loomis","MidWest",27818.3,982012.747883354,3015333.29,3.08
2009,"June","Imports","Ojibway (Windsor)","MidWest",94116,3322385.32835543,11677220.96,3.47
2009,"June","Imports","Sarnia","MidWest",120082.95,4239043.64046112,16108865.25,3.77
2009,"June","Imports","Sarnia/Blue Water","MidWest",2433.5,85904.8907364628,333270.66,3.83
2009,"June","Imports","Sault Ste Marie","MidWest",777,27428.8473812334,108457.33,3.93
2009,"June","Imports","St Clair","MidWest",224766.3,7934466.5883456,32672443.45,4.09
2009,"July","Exports","Aden","MidWest",23926.7,844635.524628775,2137604.31,2.61
2009,"July","Exports","Brunswick","East",98128.46,3464029.0258629,13961219.3,3.8
2009,"July","Exports","Cardston","MidWest",9585.6,338380.900202769,1019979.92,2.89
2009,"July","Exports","Chippawa","East",152066.06,5368078.18739445,21896557.2,4.05
2009,"July","Exports","Cornwall","East",6637.3,234303.074290168,1333317.21,5.65
2009,"July","Exports","East Hereford","East",31937.4,1127420.93996577,3965917.21,3.48
2009,"July","Exports","Elmore","MidWest",1274937.27,45006511.9684381,155315454.88,3.2
2009,"July","Exports","Emerson","MidWest",789679.08,27876431.1009946,96158749.42,3.43
2009,"July","Exports","Huntingdon","West",720300.1,25427286.3726991,72321379.11,2.79
2009,"July","Exports","Iroquois","East",724798.43,25586081.7485555,98252994.93,3.81
2009,"July","Exports","Kingsgate","West",1723057.15,60825574.7702613,182918595.15,2.94
2009,"July","Exports","Monchy","MidWest",1293153.84,45649574.4116036,145102956.05,3.16
2009,"July","Exports","Napierville","East",45240.97,1597049.75741179,6373708.76,3.97
2009,"July","Exports","Niagara Falls","East",448567.27,15834856.099159,62504272.73,3.91
2009,"July","Exports","Philipsburg","East",9819.8,346648.385475207,1405580.05,4.03
2009,"July","Exports","Reagan Field","MidWest",844.3,29804.6021157985,63591.95,1.95
2009,"July","Exports","Sprague","MidWest",8582.11,302956.737965196,1152967.11,3.79
2009,"July","Exports","St Clair","MidWest",3514.8,124075.820817966,561117.24,4.49
2009,"July","Exports","St Stephen","East",195285.68,6893772.34550887,22726244.44,3.15
2009,"July","Imports","Corunna","MidWest",281.2,9926.63048082734,34817.14,3.48
2009,"July","Imports","Courtright","MidWest",551822.4,19479861.5072664,77260657.22,3.9
2009,"July","Imports","Huntingdon","West",7111.1,251028.670029201,716183.64,2.8
2009,"July","Imports","Loomis","MidWest",28414.9,1003073.30174133,2809971.43,2.81
2009,"July","Imports","Ojibway (Windsor)","MidWest",97537.52,3443168.27544917,12979879.13,3.72
2009,"July","Imports","Sarnia","MidWest",218514.54,7713773.44689888,30901748.75,3.97
2009,"July","Imports","Sarnia/Blue Water","MidWest",2262.6,79871.9563510666,274464.66,3.41
2009,"July","Imports","St Clair","MidWest",160357.1,5660759.87438506,20203292.11,3.54
2009,"August","Exports","Aden","MidWest",22581.44,797146.552649267,1944694.37,2.5
2009,"August","Exports","Cardston","MidWest",21945.69,774703.966133669,2336558.7,2.88
2009,"August","Exports","Chippawa","East",179172.99,6324978.8900248,22353039.87,3.51
