"year","month","flow","port","region","volumen_10k_m3","volume_MCF","value_US","avgPrice_US_MMBTU"
1995,"July","Imports","Windsor (Ojibway)","East",13101.2,462484.961790239,665119.27,1.41
1995,"August","Exports","Aden","MidWest",11118.6,392497.274765743,394623.22,1.03
1995,"August","Exports","Cardston","MidWest",52000.1,1835653.54788787,2179442.93,1.17
1995,"August","Exports","Chippawa","East",106072.6,3744464.80917712,8032083.49,2.12
1995,"August","Exports","Cornwall","East",31315.2,1105456.68148366,2967186.8,2.65
1995,"August","Exports","Emerson","MidWest",896800.9,31657934.3853961,51640116.67,1.61
1995,"August","Exports","Highwater","East",26789.8,945705.708589148,2207641.41,2.31
1995,"August","Exports","Huntingdon","West",716133,25280183.7344464,26544998.32,1.01
1995,"August","Exports","Iroquois","East",640805.5,22621050.5283848,44863281.45,1.96
1995,"August","Exports","Kingsgate","West",1814487.32,64053147.716169,54052703.08,0.83
1995,"August","Exports","Loomis","MidWest",2055.3,72554.0669532163,53068.12,0.73
1995,"August","Exports","Monchy","MidWest",1335386.6,47140431.4624765,48709106.41,1.02
1995,"August","Exports","Napierville","East",45670.1,1612198.45918362,4813653.27,2.95
1995,"August","Exports","Niagara Falls","East",653565.1,23071476.6815966,44733699.74,1.92
1995,"August","Exports","North Portal","MidWest",16833.1,594224.621432485,453963.72,0.72
1995,"August","Exports","Ojibway (Windsor)","MidWest",28382.8,1001940.14086496,1817078.01,1.79
1995,"August","Exports","Philipsburg","East",7846.8,276999.587684765,1051983.91,3.75
1995,"August","Exports","Sarnia","MidWest",35114.8,1239586.21624522,1986044.73,1.58
1995,"August","Exports","Sprague","MidWest",11324.9,399779.863201713,967118.61,2.39
1995,"August","Exports","St Clair","MidWest",16422.6,579733.576580495,1072589.86,1.82
1995,"August","Imports","Niagara Falls","East",6235.6,220122.677902728,340315.89,1.53
1995,"August","Imports","Ojibway (Windsor)","MidWest",26368.1,930819.292964095,1427190.27,1.55
1995,"August","Imports","St Clair","MidWest",30849,1088999.37305492,2251459.89,2.04
1995,"September","Exports","Aden","MidWest",13626,481010.906585183,486089.44,1.04
1995,"September","Exports","Cardston","MidWest",43926.6,1550651.23214477,1974537.67,1.26
1995,"September","Exports","Chippawa","East",85334.5,3012389.93160086,7103451.23,2.34
1995,"September","Exports","Cornwall","East",34259.9,1209407.42393349,3155112.8,2.58
1995,"September","Exports","Emerson","MidWest",931599.9,32886372.5578795,56338124.27,1.69
1995,"September","Exports","Highwater","East",26286.3,927931.674282261,2333128.22,2.49
1995,"September","Exports","Huntingdon","West",761933.8,26896996.0293478,30274718.03,1.07
1995,"September","Exports","Iroquois","East",629932.2,22237212.5795684,47082899.96,2.1
1995,"September","Exports","Kingsgate","West",1777882.48,62760961.6546832,58833766.78,0.91
1995,"September","Exports","Loomis","MidWest",1951.7,68896.8873023852,51953.8,0.76
1995,"September","Exports","Monchy","MidWest",1312482.7,46331901.7616592,57946834.72,1.23
1995,"September","Exports","Napierville","East",41191.9,1454113.69168987,4521228.99,3.08
1995,"September","Exports","Niagara Falls","East",610122.65,21537916.4101463,46387813.43,2.13
1995,"September","Exports","North Portal","MidWest",14699.4,518902.959067829,460036.43,0.84
1995,"September","Exports","Ojibway (Windsor)","MidWest",28756.5,1015132.11031974,1938021.77,1.89
1995,"September","Exports","Philipsburg","East",8455.7,298494.343373868,1044757.53,3.47
1995,"September","Exports","Sprague","MidWest",11285.9,398403.125688369,979098.25,2.43
1995,"September","Exports","St Clair","MidWest",17268.1,609580.53985055,1252439.48,2.03
1995,"September","Imports","Iroquois","East",12,423.611542567312,728.51,1.7
1995,"September","Imports","Niagara Falls","East",11126.6,392779.682460788,698092.1,1.76
1995,"September","Imports","Ojibway (Windsor)","MidWest",21763,768254.833407701,1245682.13,1.59
1995,"September","Imports","Sarnia","MidWest",4006.5,141433.303774661,231465.91,1.61
1995,"September","Imports","St Clair","MidWest",39185.2,1383275.25148405,2770296.85,1.96
1995,"October","Exports","Aden","MidWest",18146.8,640599.495055041,653114.08,1.04
1995,"October","Exports","Cardston","MidWest",45220.5,1596327.14672209,1872897.97,1.15
1995,"October","Exports","Chippawa","East",111395.91,3932382.77256579,8963498.41,2.26
1995,"October","Exports","Cornwall","East",37049,1307865.33671469,3365658.17,2.55
1995,"October","Exports","Emerson","MidWest",984850.3,34766162.8984067,61270582.62,1.74
1995,"October","Exports","Highwater","East",26900.7,949620.585261707,2350184.73,2.45
1995,"October","Exports","Huntingdon","West",812241.1,28672892.1089642,34714924.74,1.16
1995,"October","Exports","Iroquois","East",662186.1,23375806.2739694,48985078.1,2.08
1995,"October","Exports","Kingsgate","West",1836307.2,64823410.4682884,65277707.25,0.98
1995,"October","Exports","Monchy","MidWest",1326511.8,46827142.4859785,62051109.88,1.3
1995,"October","Exports","Napierville","East",42173.9,1488779.23625663,4617166.71,3.07
1995,"October","Exports","Niagara Falls","East",652414.58,23030862.2189337,50118210.04,2.15
1995,"October","Exports","North Portal","MidWest",13603.1,480202.514558117,423895.59,0.83
1995,"October","Exports","Philipsburg","East",12381.6,437082.389620952,1260291.34,2.85
1995,"October","Exports","Sprague","MidWest",13894.7,490496.275042502,1143510.22,2.31
1995,"October","Exports","St Clair","MidWest",3534,124753.599286073,185868.52,1.47
1995,"October","Imports","Iroquois","East",1985.4,70086.5297177617,118401.34,1.67
1995,"October","Imports","Niagara Falls","East",4941.8,174450.293421595,322405.8,1.83
1995,"October","Imports","Ojibway (Windsor)","MidWest",9650.5,340671.93262882,733296.92,2.15
1995,"October","Imports","Sarnia","MidWest",1157.5,40860.8633768053,79692.31,1.93
1995,"October","Imports","St Clair","MidWest",45306.2,1599352.43915526,3221387.27,1.97
1995,"November","Exports","Aden","MidWest",18179.5,641753.836508537,648117.79,1.03
1995,"November","Exports","Cardston","MidWest",42731.4,1508459.52250507,1761436.61,1.15
1995,"November","Exports","Chippawa","East",210531,7431946.80568656,17330894.72,2.31
1995,"November","Exports","Cornwall","East",45458.6,1604732.30574587,4057174.09,2.5
1995,"November","Exports","Emerson","MidWest",906107.4,31986462.787138,57206067.81,1.78
1995,"November","Exports","Highwater","East",26430,933004.422504504,2400249.91,2.54
1995,"November","Exports","Huntingdon","West",768796.1,27139241.8200611,34910813.53,1.23
1995,"November","Exports","Iroquois","East",689411.8,24336899.6718423,56942809.63,2.32
1995,"November","Exports","Kingsgate","West",1710157.1,60370190.5969534,61123526.43,0.99
1995,"November","Exports","Monchy","MidWest",1134345.9,40043501.3753255,54410388.04,1.34
1995,"November","Exports","Napierville","East",34296,1210681.78865738,3907599.76,3.19
1995,"November","Exports","Niagara Falls","East",679444.68,23985050.7486628,56712032.47,2.34
1995,"November","Exports","North Portal","MidWest",15138.8,534414.201718168,633195.22,1.14
1995,"November","Exports","Ojibway (Windsor)","MidWest",32628.7,1151824.49491384,2390690.95,2.06
1995,"November","Exports","Philipsburg","East",17671.5,623820.947873188,1284588.38,2.03
1995,"November","Exports","Reagan Field","MidWest",215.4,7603.82718908325,9406.59,1.26
1995,"November","Exports","Sarnia","MidWest",1222.6,43158.955995233,83649.87,1.91
1995,"November","Exports","Sprague","MidWest",23347.3,824182.14731515,1125750.07,1.4
1995,"November","Imports","Niagara Falls","East",4250.1,150032.618088778,309936.92,2.03
1995,"November","Imports","Ojibway (Windsor)","MidWest",17969.2,634330.044225045,1272894.95,2
1995,"November","Imports","Sarnia","MidWest",21466.7,757795.158402476,1543694.79,2.02
1995,"November","Imports","St Clair","MidWest",40696.9,1436639.71555897,3212851.02,2.22
1995,"December","Exports","Aden","MidWest",19113.7,674731.995097402,666048.22,1.01
1995,"December","Exports","Cardston","MidWest",37623.3,1328138.67912273,1509992.47,1.12
1995,"December","Exports","Chippawa","East",235485.6,8312868.18903241,20039078.62,2.38
1995,"December","Exports","Cornwall","East",57243.2,2020740.0211241,4797693.58,2.36
1995,"December","Exports","Emerson","MidWest",896867.4,31660281.8993612,64933482.82,2.03
1995,"December","Exports","Highwater","East",29492.4,1041110.08816768,2949846.31,2.8
1995,"December","Exports","Huntingdon","West",915568.7,32320455.777779,42382478.87,1.26
1995,"December","Exports","Iroquois","East",747102.6,26373440.4035041,79856048.47,2.99
1995,"December","Exports","Kingsgate","West",1832250.6,64680208.5863236,68357986.14,1.03
1995,"December","Exports","Monchy","MidWest",1355286.9,47842931.1941892,79641718.44,1.63
1995,"December","Exports","Napierville","East",42104.3,1486322.28930974,4797048.11,3.18
1995,"December","Exports","Niagara Falls","East",773349.3,27299974.1596959,63381942.62,2.29
1995,"December","Exports","North Portal","MidWest",10349.6,365350.835079554,454633.12,1.2
1995,"December","Exports","Ojibway (Windsor)","MidWest",42124.6,1487038.89883592,3449345.7,2.29
1995,"December","Exports","Philipsburg","East",18781.8,663015.605849228,1489588.2,2.22
1995,"December","Exports","Reagan Field","MidWest",232,8189.82315630136,10094.43,1.24
1995,"December","Exports","Sprague","MidWest",34973.1,1234584.06994674,2053756.74,1.64
1995,"December","Exports","St Clair","MidWest",21828.3,770559.986218504,2435579.35,3.12
1995,"December","Imports","Huntingdon","West",4856,171421.470892239,219908.69,1.23
1995,"December","Imports","Niagara Falls","East",3749.6,132364.486667533,346289.87,2.57
1995,"December","Imports","Ojibway (Windsor)","MidWest",17591.2,620986.280634175,670235.24,1.07
1995,"December","Imports","Sarnia","MidWest",23652.5,834956.000881112,1986626.26,2.34
1995,"December","Imports","St Clair","MidWest",10678.9,376975.441826839,788558.53,2.06
1996,"January","Exports","Aden","MidWest",17440.8,615677.015967331,340817.42,0.57
1996,"January","Exports","Cardston","MidWest",24141.5,852218.17124073,1203698.5,1.39
1996,"January","Exports","Chippawa","East",231315.2,8165649.05760552,24685665.28,2.98
1996,"January","Exports","Cornwall","East",55762.1,1968455.76648273,4772221.12,2.39
1996,"January","Exports","Emerson","MidWest",957146.8,33788202.7009472,84661088.99,2.47
1996,"January","Exports","Highwater","East",30661,1082362.79222136,3091935.72,2.82
1996,"January","Exports","Huntingdon","West",926962.8,32722678.4675429,42074830.68,1.24
1996,"January","Exports","Iroquois","East",762654.3,26922430.3723828,84589687.01,3.1
1996,"January","Exports","Kingsgate","West",1739666.6,61411904.3315692,70652931.15,1.12
1996,"January","Exports","Monchy","MidWest",1374212.3,48511016.0181645,85185276.33,1.72
1996,"January","Exports","Napierville","East",43162.9,1523691.88755655,4938171.24,3.19
1996,"January","Exports","Niagara Falls","East",681832.18,24069331.7951528,71125844.54,2.91
1996,"January","Exports","North Portal","MidWest",8382.4,295906.78286802,350455.48,1.16
1996,"January","Exports","Ojibway (Windsor)","MidWest",38231.5,1349608.72413852,3679974.39,2.69
1996,"January","Exports","Philipsburg","East",18652.2,658440.601189501,2147052.32,3.21
1996,"January","Exports","Reagan Field","MidWest",197.3,6964.87977904422,6560.56,0.85
1996,"January","Exports","Sarnia","MidWest",4413.2,155790.204971505,530191,3.33
1996,"January","Exports","Sprague","MidWest",25127.2,887014.329366447,1974713.5,2.19
1996,"January","Exports","St Clair","MidWest",49804.1,1758132.63559805,6447720.45,3.59
1996,"January","Imports","Cardston","MidWest",976,34453.7387954747,56076.11,1.6
1996,"January","Imports","Huntingdon","West",10149.4,358283.582511056,625715.33,1.68
1996,"January","Imports","Niagara Falls","East",572.1,20195.6802918966,61282.84,2.98
1996,"January","Imports","Ojibway (Windsor)","MidWest",19831.6,700074.555631492,2387032.56,3.38
1996,"January","Imports","Sarnia","MidWest",3774.4,133239.950522172,17112.95,0.13
1996,"January","Imports","Sarnia/Blue Water","MidWest",5748,202909.928889742,578170.7,2.84
1996,"January","Imports","St Clair","MidWest",86199.1,3042911.14324283,10578038.64,3.41
1996,"February","Exports","Aden","MidWest",16113.2,568811.458974634,645799.35,1.16
1996,"February","Exports","Cardston","MidWest",28007.8,988702.28015973,1297748.46,1.29
1996,"February","Exports","Chippawa","East",109673.5,3871580.04281301,12885501.35,3.27
1996,"February","Exports","Cornwall","East",57406.3,2026497.60800682,5629970.79,2.73
1996,"February","Exports","Emerson","MidWest",937939.8,33110177.1261063,72562756.9,2.15
1996,"February","Exports","Highwater","East",27895.4,984734.452044349,3118141.64,3.13
1996,"February","Exports","Huntingdon","West",867844.2,30635735.0225079,38850213.3,1.22
1996,"February","Exports","Iroquois","East",689352,24334788.6743218,76195465.81,3.09
1996,"February","Exports","Kingsgate","West",1627408.9,57449099.5430643,66175459.66,1.13
1996,"February","Exports","Monchy","MidWest",1262095,44553167.4847076,73300197.97,1.62
1996,"February","Exports","Napierville","East",40721,1437490.46874029,4671651.76,3.2
1996,"February","Exports","Niagara Falls","East",581802.3,20538180.8143508,60679028.18,2.9
1996,"February","Exports","North Portal","MidWest",7841.6,276816.022682986,298639.91,1.05
1996,"February","Exports","Ojibway (Windsor)","MidWest",36150.3,1276140.36227259,3231348.6,2.49
1996,"February","Exports","Philipsburg","East",17222.5,607970.815988794,1578727.01,2.56
1996,"February","Exports","Reagan Field","MidWest",150.5,5312.7947630317,4869.5,0.94
1996,"February","Exports","Sarnia","MidWest",7046.5,248748.227891714,708731.37,2.79
1996,"February","Exports","Sprague","MidWest",19673.5,694493.473558167,1337671.39,1.9
1996,"February","Exports","St Clair","MidWest",25771.2,909748.148817559,2617619.05,2.82
1996,"February","Imports","Huntingdon","West",1674.4,59107.9305728922,100478.37,1.63
1996,"February","Imports","Ojibway (Windsor)","MidWest",63214.3,2231525.5946094,5934432.54,2.65
1996,"February","Imports","Sarnia","MidWest",1858.5,65606.8376551124,336790.41,5.02
1996,"February","Imports","Sarnia/Blue Water","MidWest",6632.6,234137.159769329,659483.02,2.82
1996,"February","Imports","St Clair","MidWest",35546.2,1254815.05120052,3217417.59,2.54
1996,"March","Exports","Aden","MidWest",17715.1,625360.069811182,535614.88,0.87
1996,"March","Exports","Cardston","MidWest",35156.2,1241047.67606708,1720517.83,1.36
1996,"March","Exports","Chippawa","East",101691.2,3589797.17479342,11334029.47,3.09
1996,"March","Exports","Cornwall","East",55846.4,1971431.63756926,5362386.77,2.68
1996,"March","Exports","Emerson","MidWest",1068665.3,37724913.0184299,95255998.4,2.48
1996,"March","Exports","Highwater","East",28644.4,1011174.87249293,3027282.95,2.95
1996,"March","Exports","Huntingdon","West",867711.3,30631043.524674,37041115.16,1.17
1996,"March","Exports","Iroquois","East",689578.4,24342780.8120916,75145759.01,3.03
1996,"March","Exports","Kingsgate","West",1742903,61526152.3645996,71494230.26,1.14
1996,"March","Exports","Monchy","MidWest",1348668.2,47609284.71779,81562569.9,1.68
1996,"March","Exports","Napierville","East",42945.5,1516017.45844371,4917679.63,3.2
1996,"March","Exports","Niagara Falls","East",576267.9,20342811.1709188,58885695.06,2.83
1996,"March","Exports","North Portal","MidWest",8382.4,295906.78286802,321574.34,1.07
1996,"March","Exports","Ojibway (Windsor)","MidWest",33424.9,1179931.12076318,2955739.4,2.47
1996,"March","Exports","Philipsburg","East",18381,648866.98032748,1749254.38,2.66
1996,"March","Exports","Reagan Field","MidWest",207.8,7335.53987879062,6856.37,0.95
1996,"March","Exports","Sarnia","MidWest",6876.5,242747.06437201,655755.51,2.65
1996,"March","Exports","Sarnia/Blue Water","MidWest",1951.6,68893.3572061971,271595.25,3.88
1996,"March","Exports","Sprague","MidWest",26487.3,935027.167620263,1923613.13,2.03
1996,"March","Exports","St Clair","MidWest",13707.1,483873.8145937,1201549.11,2.44
1996,"March","Imports","Chippawa","East",7719,272488.124756423,1214218.85,4.36
1996,"March","Imports","Niagara Falls","East",15746.5,555866.596253015,2690386.73,4.73
1996,"March","Imports","Ojibway (Windsor)","MidWest",135810.1,4794227.16310174,13355447.72,2.9
1996,"March","Imports","St Clair","MidWest",39082,1379632.19221797,5035891.22,3.59
1996,"April","Exports","Aden","MidWest",16361.4,577573.157713401,453887.13,0.8
1996,"April","Exports","Cardston","MidWest",27930.6,985977.045902547,1292255.46,1.29
1996,"April","Exports","Chippawa","East",102827.6,3629913.18787454,10209421.14,2.77
1996,"April","Exports","Cornwall","East",38679.2,1365412.96477246,3631403.2,2.62
1996,"April","Exports","Emerson","MidWest",995232.2,35132653.954555,81254662.5,2.29
1996,"April","Exports","Highwater","East",26400.4,931959.514032838,2720945.48,2.88
1996,"April","Exports","Huntingdon","West",842889.46,29754808.6970274,32965636.58,1.07
1996,"April","Exports","Iroquois","East",618020.3,21816711.0517427,63583272.88,2.88
1996,"April","Exports","Kingsgate","West",1683679.2,59435495.2583748,57948130.56,0.95
1996,"April","Exports","Monchy","MidWest",1282882.8,45286996.8200894,85719213.81,1.86
1996,"April","Exports","Napierville","East",39297.7,1387246.60969562,4515330,3.21
1996,"April","Exports","Niagara Falls","East",660785.1,23326349.6263746,68666262.95,2.89
1996,"April","Exports","North Portal","MidWest",8112,286361.402775503,275192.79,0.95
1996,"April","Exports","Ojibway (Windsor)","MidWest",28623.5,1010437.08238962,2892116.11,2.83
1996,"April","Exports","Philipsburg","East",15520.5,547888.578867997,1689968.36,3.04
1996,"April","Exports","Reagan Field","MidWest",202.3,7141.38458844727,6753,0.96
1996,"April","Exports","Sarnia","MidWest",2066.9,72963.5581110314,162584.06,2.18
1996,"April","Exports","Sprague","MidWest",32074.6,1132264.23193579,1936841.29,1.69
1996,"April","Exports","St Clair","MidWest",46009.9,1624193.72603065,4399862.23,2.67
1996,"April","Imports","Cornwall","East",339.6,11988.2066546549,33517.72,2.75
1996,"April","Imports","Niagara Falls","East",18859.3,665751.430394975,2010708.78,2.97
1996,"April","Imports","Ojibway (Windsor)","MidWest",79490.8,2806101.70065914,6906553.6,2.46
1996,"April","Imports","St Clair","MidWest",5629.5,198726.76490689,647789.28,3.2
1996,"May","Exports","Aden","MidWest",15752.4,556074.87192811,390685.17,0.72
1996,"May","Exports","Cardston","MidWest",25965,916589.475230021,1194925.49,1.28
1996,"May","Exports","Chippawa","East",104673.8,3695085.82369852,9826670.73,2.62
1996,"May","Exports","Cornwall","East",27599.2,974278.307135313,2558341.92,2.59
1996,"May","Exports","Emerson","MidWest",1008699.4,35608059.0683935,73952883.62,2.04
1996,"May","Exports","Highwater","East",27115.7,957210.292066038,2564727.06,2.64
1996,"May","Exports","Huntingdon","West",871391.3,30760951.0643946,32250280.5,1.01
1996,"May","Exports","Iroquois","East",639685.7,22581520.5112709,61711904.4,2.69
1996,"May","Exports","Kingsgate","West",1964266.9,69340510.9602426,66519214.41,0.94
1996,"May","Exports","Monchy","MidWest",1298246.3,45829343.1479421,76229994.51,1.63
1996,"May","Exports","Napierville","East",40140.5,1416998.2603686,4628084,3.22
1996,"May","Exports","Niagara Falls","East",662725.7,23394854.6730001,63470715.16,2.67
1996,"May","Exports","North Portal","MidWest",11462.4,404633.745460296,398844.09,0.94
1996,"May","Exports","Ojibway (Windsor)","MidWest",35138.3,1240415.78884941,3448201.61,2.74
1996,"May","Exports","Philipsburg","East",18313.1,646470.045015787,1593742.88,2.43
1996,"May","Exports","Reagan Field","MidWest",190.5,6724.83323825608,6272.46,0.95
1996,"May","Exports","Sarnia","MidWest",4475.9,158003.575281419,312425.86,1.96
1996,"May","Exports","Sprague","MidWest",16565.3,584771.023840858,985346.97,1.66
1996,"May","Exports","St Clair","MidWest",26352.2,930258.007670193,2184412.23,2.32
1996,"May","Imports","Cornwall","East",283.2,9997.23240458856,25951.18,2.55
1996,"May","Imports","Niagara Falls","East",16984.9,599583.307445961,1463164.28,2.4
1996,"May","Imports","Ojibway (Windsor)","MidWest",92208.8,3255059.33385673,7516439.96,2.32
1996,"May","Imports","St Clair","MidWest",8369.9,295465.520844512,543247.29,1.81
1996,"June","Exports","Aden","MidWest",15364.2,542371.038526058,352679.6,0.67
1996,"June","Exports","Cardston","MidWest",16337.7,576736.524916831,989739.31,1.69
1996,"June","Exports","Chippawa","East",68865.5,2431018.3903891,6797577.81,2.76
1996,"June","Exports","Cornwall","East",30087,1062100.04010189,2886665.17,2.67
1996,"June","Exports","Emerson","MidWest",934256,32980135.4427305,70131636.27,2.1
1996,"June","Exports","Highwater","East",26268,927285.666679846,2491739.16,2.64
1996,"June","Exports","Huntingdon","West",822718.2,29042743.8166835,31122958.38,1.03
1996,"June","Exports","Iroquois","East",643051,22700318.8382877,60173880.81,2.62
1996,"June","Exports","Kingsgate","West",1909878.7,67420555.1852877,62851308.91,0.91
1996,"June","Exports","Monchy","MidWest",1271995.8,44902675.2480952,75708934.68,1.66
1996,"June","Exports","Napierville","East",38367.9,1354423.77533903,4440927.87,3.22
1996,"June","Exports","Niagara Falls","East",565326.2,19956558.6363097,53622029.57,2.65
1996,"June","Exports","North Portal","MidWest",12312,434625.442674062,433735.94,0.96
1996,"June","Exports","Ojibway (Windsor)","MidWest",31885.7,1125595.88023654,3081861.37,2.7
1996,"June","Exports","Philipsburg","East",8021.2,283156.075436744,1057644.82,3.67
1996,"June","Exports","Reagan Field","MidWest",80.4,2838.19733520099,2650.31,0.82
1996,"June","Exports","Sarnia","MidWest",3090.9,109111.743076775,278728.67,2.53
1996,"June","Exports","Sprague","MidWest",18190.9,642156.267473976,1213096.3,1.86
1996,"June","Exports","St Clair","MidWest",23510.5,829943.264294066,1784513.37,2.12
1996,"June","Imports","Ojibway (Windsor)","MidWest",61529,2172032.88355201,5153659.93,2.37
1996,"June","Imports","St Clair","MidWest",21801.3,769606.860247728,1895802.55,2.43
1996,"July","Exports","Aden","MidWest",15776,556907.974628493,362791.94,0.67
1996,"July","Exports","Cardston","MidWest",15130,534103.553253619,833900.42,1.53
1996,"July","Exports","Chippawa","East",77035.8,2719437.83924224,7852960.97,2.84
1996,"July","Exports","Cornwall","East",26896.3,949465.261029433,2866207.94,2.97
1996,"July","Exports","Emerson","MidWest",934175.9,32977307.8356839,75001429.75,2.24
1996,"July","Exports","Highwater","East",26976.2,952285.807883693,2657818.27,2.75
1996,"July","Exports","Huntingdon","West",885034.5,31242569.1475241,34757219.49,1.07
1996,"July","Exports","Iroquois","East",663006.6,23404770.7131924,63376659.05,2.66
1996,"July","Exports","Kingsgate","West",1875605.7,66210685.3187536,70150417.57,1.04
1996,"July","Exports","Monchy","MidWest",1281007.5,45220796.9262746,80891051.44,1.76
1996,"July","Exports","Napierville","East",40200.7,1419123.37827381,4607815.67,3.2
1996,"July","Exports","Niagara Falls","East",545677.6,19262944.1567024,53194160.53,2.72
1996,"July","Exports","North Portal","MidWest",12722.4,449112.957429864,500352.97,1.06
1996,"July","Exports","Ojibway (Windsor)","MidWest",35655,1258655.79585313,3840916.84,3
1996,"July","Exports","Philipsburg","East",6565.2,231757.874938576,1006441.98,4.28
1996,"July","Exports","Reagan Field","MidWest",186.1,6569.50900598139,6119.92,0.95
1996,"July","Exports","Sarnia","MidWest",302.9,10692.6613536366,20998.32,1.93
1996,"July","Exports","Sprague","MidWest",15974.4,563911.685465606,907080.99,1.59
1996,"July","Exports","St Clair","MidWest",4590.3,162042.005320561,420965.09,2.55
1996,"July","Imports","Ojibway (Windsor)","MidWest",29703.6,1048565.65131687,2441326.23,2.33
1996,"July","Imports","Sarnia","MidWest",3882.7,137063.044693842,389252.17,2.79
1996,"July","Imports","Sarnia/Blue Water","MidWest",5380,189919.174917678,540919.45,2.89
1996,"July","Imports","St Clair","MidWest",34064.7,1202516.67617439,3382844.74,2.76
1996,"August","Exports","Aden","MidWest",14289.1,504418.974408215,349397.87,0.71
1996,"August","Exports","Cardston","MidWest",28875.6,1019336.45487972,1339242.81,1.29
1996,"August","Exports","Chippawa","East",59762.5,2109673.73438991,6021213.54,2.81
1996,"August","Exports","Cornwall","East",23695.5,836473.942241978,2701216.01,3.18
1996,"August","Exports","Emerson","MidWest",956308.7,33758616.9647951,70649958,2.06
1996,"August","Exports","Highwater","East",21588.4,762091.285463346,2078398.77,2.68
1996,"August","Exports","Huntingdon","West",957047.1,33784683.1950477,40357380.34,1.15
1996,"August","Exports","Iroquois","East",701789.9,24773858.5080966,63146334.45,2.51
1996,"August","Exports","Kingsgate","West",1892548.1,66808768.3353196,79966307,1.17
1996,"August","Exports","Monchy","MidWest",1223891.2,43204536.5972132,107154079.61,2.44
1996,"August","Exports","Napierville","East",40404.5,1426317.71430508,4663945.91,3.22
1996,"August","Exports","Niagara Falls","East",692967.3,24462412.2418088,62927203.92,2.53
1996,"August","Exports","North Portal","MidWest",12382.4,437110.630390457,466819.94,1.03
1996,"August","Exports","Ojibway (Windsor)","MidWest",30709.4,1084071.35877638,3210916.57,2.91
1996,"August","Exports","Philipsburg","East",7696.2,271683.262825545,1030680.13,3.74
1996,"August","Exports","Reagan Field","MidWest",182.6,6445.95563939926,5992.86,0.94
1996,"August","Exports","Sarnia","MidWest",3265.2,115264.700732566,160473.83,1.37
1996,"August","Exports","Sprague","MidWest",14456.8,510338.945715593,859262.28,1.66
1996,"August","Exports","St Clair","MidWest",31837.3,1123887.31368152,2747326.33,2.39
1996,"August","Imports","Niagara Falls","East",4318.3,152440.143689035,396605.92,2.56
1996,"August","Imports","Ojibway (Windsor)","MidWest",30270.3,1068570.70641461,2633742.53,2.47
1996,"August","Imports","Sarnia/Blue Water","MidWest",31781.5,1121917.52000859,2833368.57,2.54
1996,"August","Imports","St Clair","MidWest",10661.4,376357.674993928,991821.48,2.58
1996,"September","Exports","Aden","MidWest",14721,519665.45984445,358503.51,0.7
1996,"September","Exports","Cardston","MidWest",37653.4,1329201.23807534,1495614.29,1.11
1996,"September","Exports","Chippawa","East",53901.4,1902771.26671148,4474141.08,2.32
1996,"September","Exports","Cornwall","East",26116,921919.920473993,2846967.69,3.04
1996,"September","Exports","Emerson","MidWest",976240.7,34462235.7369994,61768274.36,1.77
1996,"September","Exports","Highwater","East",20973,740367.073522019,2174897.77,2.9
1996,"September","Exports","Huntingdon","West",867457.2,30622073.5502601,35793943,1.12
1996,"September","Exports","Iroquois","East",651437.8,22996380.945388,54009573.49,2.32
1996,"September","Exports","Kingsgate","West",1934268.8,68281549.1756519,75749316.78,1.08
1996,"September","Exports","Monchy","MidWest",1235885.1,43627932.803913,60958072.48,1.37
1996,"September","Exports","Napierville","East",38760.9,1368297.05335811,4486891.62,3.23
1996,"September","Exports","Niagara Falls","East",614038.9,21676163.8021113,52323661.34,2.38
1996,"September","Exports","North Portal","MidWest",11160.3,393969.324876164,402802.72,0.98
1996,"September","Exports","Ojibway (Windsor)","MidWest",34515.5,1218430.34979017,3112678.51,2.52
1996,"September","Exports","Philipsburg","East",8763.2,309349.389152156,984138.91,3.13
1996,"September","Exports","Reagan Field","MidWest",172.8,6100.00621296929,5695.3,0.74
1996,"September","Exports","Sarnia","MidWest",681.2,24047.0152330711,49765.56,2.04
1996,"September","Exports","Sprague","MidWest",15581.5,550041.937542714,873910.31,1.57
1996,"September","Exports","St Clair","MidWest",55703.3,1966380.06992415,4352658.33,2.17
1996,"September","Imports","Loomis","MidWest",7737.3,273134.132358839,234705.68,0.84
1996,"September","Imports","Niagara Falls","East",8388,296104.468254551,740568.95,2.47
1996,"September","Imports","Ojibway (Windsor)","MidWest",64786.6,2287029.29697428,4856472.58,2.13
1996,"October","Exports","Aden","MidWest",15659.6,552798.94266559,400553.83,0.74
1996,"October","Exports","Cardston","MidWest",21175.9,747529.638687595,911227.63,1.2
1996,"October","Exports","Chippawa","East",53843,1900709.69053765,5069751.47,2.63
1996,"October","Exports","Cornwall","East",30026.4,1059960.80181193,2887484.78,2.69
1996,"October","Exports","Emerson","MidWest",1055496.5,37260041.7116166,67587063.91,1.79
1996,"October","Exports","Highwater","East",27047.5,954802.766465781,2898222.71,2.99
1996,"October","Exports","Huntingdon","West",941026,33219122.9546623,41225986.09,1.19
1996,"October","Exports","Iroquois","East",652305.4,23027008.0599156,55842169.83,2.39
1996,"October","Exports","Kingsgate","West",2026068.03,71522150.2945512,83535941.42,1.14
1996,"October","Exports","Monchy","MidWest",1300851.8,45921319.804122,68995281.9,1.48
